experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,37,0.45928826928138733,1.982002587246226,0.7472527472527473,0.8448356849870347,3.539471528578231e-14,0.3899141550064087,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,14
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,36,0.45953965187072754,1.9825021614382077,0.7472527472527473,0.8451676807201071,1.588111262527269e-13,0.3900817334651947,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,15
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,35,0.4592442214488983,1.9829128315592817,0.7472527472527473,0.8457752845876558,2.1840809925826464e-14,0.3898847997188568,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,16
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,34,0.4592856466770172,1.9831692382400326,0.7472527472527473,0.8460040943176806,2.1687062493486422e-13,0.3899123966693878,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,17
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,33,0.45937246084213257,1.9833233486554032,0.7472527472527473,0.8461002988206793,1.8958757246756087e-13,0.3899703025817871,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,18
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,32,0.4592438042163849,1.984529346917859,0.7472527472527473,0.8473920979692443,2.344045551760636e-13,0.38988450169563293,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,19
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,31,0.45903149247169495,1.9845823155184543,0.7472527472527473,0.8475865977990543,3.884333773974221e-14,0.38974297046661377,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,20
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,30,0.45924440026283264,1.9854328690838061,0.7472527472527473,0.8482952029027019,2.1051888056888513e-13,0.38988491892814636,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,21
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,29,0.45924973487854004,1.985501950652382,0.7472527472527473,0.8483607677974454,1.3851845967998973e-15,0.3898884356021881,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,22
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,28,0.4593534469604492,1.9856684136253382,0.7472527472527473,0.8484580893823939,6.956104912156323e-14,0.38995757699012756,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,23
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,27,0.4592510461807251,1.9860437750980027,0.7472527472527473,0.848901698173344,5.147360634903483e-14,0.38988932967185974,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,24
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,26,0.45933711528778076,1.9860893872640477,0.7472527472527473,0.8488899408688029,4.1510230051245895e-14,0.38994669914245605,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,25
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,25,0.4592352509498596,1.9861430154727646,0.7472527472527473,0.8490114289656,3.823474938541692e-14,0.3898788392543793,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,26
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,24,0.45924535393714905,1.98694808552546,0.7472527472527473,0.8498097934957762,1.9903969783204262e-14,0.3898855447769165,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,27
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,23,0.4591619074344635,1.9869518336081962,0.7472527472527473,0.8498691825144244,5.758187862698989e-15,0.3898299038410187,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,28
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,22,0.45920056104660034,1.9872332332552098,0.7472527472527473,0.8501247733501572,9.886458636694412e-14,0.3898557126522064,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,29
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,21,0.4560706615447998,1.9875482336022865,0.7472527472527473,0.8525264131013033,3.2640562698953575e-13,0.38776907324790955,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,30
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,20,0.45923808217048645,1.9876419637651306,0.7472527472527473,0.8505085295139553,6.065549357046195e-14,0.3898806869983673,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,31
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,19,0.4582909941673279,1.9899035140716708,0.7472527472527473,0.853401442020284,5.544625404005643e-14,0.389249324798584,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,32
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,18,0.45886197686195374,1.9899450689136702,0.7472527472527473,0.8530623616006576,1.4568508419791254e-13,0.38962996006011963,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,33
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,17,0.4913289248943329,2.0085545809852023,0.7472527472527473,0.8500272515843111,5.458364192520427e-13,0.41127458214759827,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,34
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,16,0.49957579374313354,2.0112266345795695,0.7472527472527473,0.8472013727450929,4.917440562444807e-14,0.4167725145816803,23,0,1,0,24 > 01 > 02 > 03,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,35
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,15,0.9734885096549988,2.2811855595791735,0.7087912087912087,0.8396799957960519,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,36
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,14,0.9734885096549988,2.281188040895229,0.7087912087912087,0.8396824771121076,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,37
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,13,0.9734885096549988,2.2822224987839124,0.7087912087912087,0.8407169350007908,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,38
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,12,0.9734885096549988,2.282359530045622,0.7087912087912087,0.8408539662625008,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,39
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,11,0.9734885096549988,2.282663154945723,0.7087912087912087,0.8411575911626012,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,40
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,10,0.9734885096549988,2.2826946814947613,0.7087912087912087,0.84118911771164,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,41
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,9,0.9734885096549988,2.2839013252483316,0.7087912087912087,0.8423957614652098,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,42
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,8,0.9734885096549988,2.284457122278511,0.7087912087912087,0.8429515584953895,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,43
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,7,0.9734885096549988,2.2845446316917206,0.7087912087912087,0.8430390679085988,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,44
1,OutcomeBPIC12Reader25,27,27,SamplingBasedGenerator,6,0.9734885096549988,2.285289767312621,0.7087912087912087,0.8437842035294995,0.0,0.7327143549919128,27,1,1,0,00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09,24.849950313568115,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,27,26,27,21,1,SamplingBasedGenerator,32346,26,27,1111,ImprovementMeasure,1,1,45
