run,instance.duration,instance.duration_s,instance.no,iteration.no,row.no,row.events,row.viability
1,0:00:01.646511,1.6465106010437012,2,1,1,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,2,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,3,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,4,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,5,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,6,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,7,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,8,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,9,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.646511,1.6465106010437012,2,1,10,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4605001641497639
1,0:00:01.625999,1.6259992122650146,3,1,1,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,2,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,3,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,4,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,5,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,6,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,7,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,8,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,9,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
1,0:00:01.625999,1.6259992122650146,3,1,10,[13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13. 13.],0.4121363052842394
