,run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.recombiner.type,row.operators.recombiner.recombination_rate,filename,wrapper_type,experiment_name
10,1,0:00:44.493522,44.49352240562439,1,0.0049629629629629,0.0049629629629629,0.9975,0.9982236566746904,0.008565586239874,0.3399739314317703,2.3442631743463345,0.6923076923076923,0.7830982205519436,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,11,1,11,1000,100,200,200,1000,0.726258667470606,0.2674103105215556,0.0063310220078384,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
11,1,0:00:44.493522,44.49352240562439,1,0.0105555555555555,0.0105555555555555,0.9946923076923078,0.996214004020708,0.0084704130594309,0.3472799302637577,2.346656655036204,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,12,1,12,1000,100,200,200,1000,0.7340425531914894,0.2659574468085106,0.0,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
12,1,0:00:44.493522,44.49352240562439,1,0.0211111111111111,0.0211111111111111,0.9893846153846152,0.992428008041416,0.0082887188058579,0.3612265172600746,2.3513278594919638,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,13,1,13,1000,100,200,200,1000,0.7220902612826603,0.2684085510688836,0.009501187648456,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
13,1,0:00:44.493522,44.49352240562439,1,0.0432962962962962,0.0432962962962963,0.9782692307692308,0.9845098536916556,0.0079080260840857,0.3904505176544189,2.3611376281993905,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,14,1,14,1000,100,200,200,1000,0.7069767441860465,0.2578488372093023,0.0351744186046511,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
14,1,0:00:44.493522,44.49352240562439,1,0.0881481481481481,0.0881481481481481,0.9557884615384616,0.9684563582161836,0.0071379885332283,0.4494960916340351,2.3808788999219086,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,15,1,15,1000,100,200,200,1000,0.6699751861042184,0.2575130962227736,0.072511717673008,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
15,1,0:00:44.493522,44.49352240562439,1,0.1762962962962962,0.1762962962962962,0.9115769230769232,0.9369127164323676,0.0056238697534526,0.5656588400006294,2.419772349263372,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,1.0,1.0,0.008652107313004,0.3333333432674408,2.3419854505804447,16,1,16,1000,100,200,200,1000,0.627562028047465,0.2419093851132686,0.1305285868392664,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
16,1,0:00:44.493522,44.49352240562439,1,0.3531111111111111,0.3531111111111111,0.8229038461538462,0.8736395429659719,0.0025869800865882,0.7986484734714031,2.497778842677809,0.6923076923076923,0.7666906713275363,0.0,0.3333333432674408,2.3419854505804447,1.0,1.0,0.008652107313004,0.9988269805908204,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.5092787679152444,17,1,17,1000,100,200,200,1000,0.5840399002493766,0.2077306733167082,0.2082294264339152,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
17,1,0:00:44.493522,44.49352240562439,1,0.4564444444444443,0.4564444444444444,0.767923076923077,0.8340006590038677,0.0,0.9965990495681762,2.598522785495121,0.7115384615384616,0.8003279228204168,0.0,0.9328117370605468,2.5092787679152444,0.8076923076923077,0.8590920312108924,0.0,0.998826026916504,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,18,1,18,1000,100,200,200,1000,0.4803754266211604,0.1723549488054607,0.3472696245733788,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
18,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,19,1,19,1000,100,200,200,1000,0.4451574092640866,0.1686384599959895,0.3862041307399238,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
19,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,20,1,20,1000,100,200,200,1000,0.4912617220801364,0.1790281329923273,0.3297101449275362,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
20,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,21,1,21,1000,100,200,200,1000,0.4897030132234988,0.1779752872317364,0.3323216995447648,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
21,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,22,1,22,1000,100,200,200,1000,0.5042622950819672,0.1718032786885246,0.3239344262295082,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
22,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,23,1,23,1000,100,200,200,1000,0.4876104287868993,0.1764705882352941,0.3359189829778065,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
23,1,0:00:44.493522,44.49352240562439,1,0.3703703703703703,0.3703703703703703,0.8076923076923079,0.8590920312108922,0.0,0.9962232708930968,2.6630076097962965,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930968,2.663007609796297,24,1,24,1000,100,200,200,1000,0.4956464954288202,0.1754462342185459,0.3289072703526339,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
24,1,0:00:43.555543,43.55554270744324,2,0.4717727436174038,0.4717727436174038,0.5374746612610691,0.6745005296215769,0.0012792732395028,0.9701210671258204,2.18337553124797,0.4734432234432234,0.6270973709206413,0.0,0.3333333432674408,2.108138500501125,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988393783569336,2.3278130907231,0.5192307692307692,0.6612714637571413,0.0,0.9985997080802916,2.1741449289296253,1,1,1,2,100,200,200,103,0.7167862266857963,0.2381635581061693,0.0450502152080344,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
25,1,0:00:43.555543,43.55554270744324,2,0.4951881014873141,0.495188101487314,0.5277032678607482,0.6678673276366214,0.0010375208162897,0.9753885076740596,2.171996623987719,0.4514652014652014,0.6105064971481939,0.0,0.3333333432674408,2.0764484885301746,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988393783569336,2.3278130907231,0.5119047619047619,0.6566051358618626,0.0,0.9986523985862732,2.164113802532791,2,1,2,103,100,200,200,254,0.4436846339501207,0.1556717618664521,0.4006436041834272,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
26,1,0:00:43.555543,43.55554270744324,2,0.4938014938014938,0.4938014938014938,0.5315848392771468,0.6709078407781943,0.0010957600305097,0.9740575394610606,2.177645979546911,0.4514652014652014,0.6105064971481939,0.0,0.3333333432674408,2.0764484885301746,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988393783569336,2.3278130907231,0.5155677655677655,0.6582775981867575,0.0,0.9986262321472168,2.171879716143211,3,1,3,254,100,200,200,481,0.4336875245966155,0.157418339236521,0.4088941361668634,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
27,1,0:00:43.555543,43.55554270744324,2,0.4884089468441546,0.4884089468441546,0.539501553865857,0.6762163608752562,0.0012886566617974,0.9700288108042224,2.187035382207133,0.4514652014652014,0.6105064971481939,0.0,0.3333333432674408,2.0764484885301746,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988393783569336,2.3278130907231,0.5206043956043955,0.6638020788136578,0.0,0.998562514781952,2.177702046005341,4,1,4,481,100,200,200,818,0.4432645034414946,0.1500491642084562,0.4066863323500491,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
28,1,0:00:43.555543,43.55554270744324,2,0.475,0.475,0.5658470695970695,0.6945832506103563,0.0021082422987006,0.9529805387854576,2.2155191012915845,0.5054945054945055,0.6508632738380415,0.0,0.3333333432674408,2.1708959272506414,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988393783569336,2.3278130907231,0.5338827838827838,0.6725359759686789,0.0,0.99844691157341,2.203296559534677,5,1,5,818,100,200,200,1000,0.4397079139530294,0.1592658377738306,0.4010262482731399,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
29,1,0:00:43.555543,43.55554270744324,2,0.4328888888888889,0.4328888888888889,0.6083269230769228,0.7234410684408613,0.0042164845974013,0.9099798222780228,2.245964298393208,0.5192307692307692,0.666133677618937,0.0,0.3333333432674408,2.20508211551031,0.9807692307692308,0.9807692307692308,0.032941285917198,0.9988310933113098,2.3278130907231,0.5512820512820513,0.6865205626247025,0.0,0.9981401562690736,2.239658758058401,6,1,6,1000,100,200,200,1000,0.4527884034628548,0.1677068653110529,0.3795047312260922,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
30,1,0:00:43.555543,43.55554270744324,2,0.3575555555555555,0.3575555555555555,0.6731300366300366,0.7695537107456987,0.0084329691948026,0.8251449662446976,2.276261682815236,0.5503663003663003,0.6865205626247025,0.0,0.3333333432674408,2.239658758058401,0.9807692307692308,0.9807692307692308,0.032941285917198,0.998769760131836,2.3278130907231,0.5714285714285715,0.6985258196441461,0.0,0.9974870681762696,2.259542436117612,7,1,7,1000,100,200,200,1000,0.47165820642978,0.1687817258883248,0.3595600676818951,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
31,1,0:00:43.555543,43.55554270744324,2,0.2322962962962962,0.2322962962962963,0.78518315018315,0.8440608755883184,0.0168659383896053,0.6573386089801788,2.3034485731412526,0.5558608058608059,0.6870979480585786,0.0,0.3333333432674408,2.259542436117612,0.9807692307692308,0.9807692307692308,0.032941285917198,0.998686134815216,2.3278130907231,0.9807692307692308,0.9807692307692308,0.032941285917198,0.3333333432674408,2.3278130907231,8,1,8,1000,100,200,200,1000,0.505240174672489,0.1768558951965065,0.3179039301310044,35,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_factual
