experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.mask,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.duration_sec,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.recombiner.type,gen.recombiner.recombination_rate
1,CaseBasedGenerator,40,0.000451251253252849,2.6386872099154703,0.6427345537757437,0.8157166719013789,0.18064511052008614,0.9995908737182617,45,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 21 > 18 > 20 > 19 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,11,,,,,,,,,,,,,,,
1,CaseBasedGenerator,39,0.0003737556980922818,2.6438481645698206,0.672482837528604,0.8370775852694771,0.1346451908264577,0.999642550945282,39,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 20 > 21 > 19 > 18 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,12,,,,,,,,,,,,,,,
1,CaseBasedGenerator,38,0.0003778242680709809,2.654281242153245,0.6864988558352403,0.8367771763817736,0.13136540080460868,0.9996398091316223,40,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 15 > 16 > 14 > 17 > 20 > 19 > 21 > 18 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,13,,,,,,,,,,,,,,,
1,CaseBasedGenerator,37,0.00036342564271762967,2.658072362212283,0.660183066361556,0.825052018668618,0.1731877524933882,0.9996495246887207,43,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 12 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 20 > 19 > 18 > 21 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,14,,,,,,,,,,,,,,,
1,CaseBasedGenerator,36,0.0003691409947350621,2.6589048127362123,0.6530320366132722,0.8266508816842291,0.17957618444725576,0.9996457099914551,47,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 27 > 22 > 28 > 16 > 29 > 17 > 19 > 20 > 21 > 18 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,15,,,,,,,,,,,,,,,
1,CaseBasedGenerator,35,0.0003635160974226892,2.6598253778439607,0.6570366132723112,0.8418399420420384,0.16129947665482464,0.9996493458747864,44,0,1,0,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 12 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 20 > 18 > 19 > 21 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,16,,,,,,,,,,,,,,,
1,CaseBasedGenerator,34,0.0003635025641415268,2.6664029112100573,0.7102402745995423,0.8323882070487434,0.12412508368698548,0.9996493458747864,40,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 07 > 23 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 18 > 21 > 20 > 19 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,17,,,,,,,,,,,,,,,
1,CaseBasedGenerator,33,0.0004353974654804915,2.667091196522507,0.6590389016018307,0.8227685781511085,0.1856821738198915,0.9996015429496765,45,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 19 > 20 > 18 > 21 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,18,,,,,,,,,,,,,,,
1,CaseBasedGenerator,32,0.0003633996529970318,2.6739337606323508,0.6699084668192219,0.8378160789612605,0.1665596901631478,0.9996495246887207,45,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 27 > 22 > 28 > 16 > 29 > 17 > 19 > 20 > 18 > 21 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,19,,,,,,,,,,,,,,,
1,CaseBasedGenerator,31,0.00036337607889436185,2.6770339946649875,0.6939359267734554,0.8558364472476298,0.12761209595518194,0.9996495246887207,49,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 19 > 20 > 18 > 21 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,20,,,,,,,,,,,,,,,
1,CaseBasedGenerator,30,0.00036369802546687424,2.6772110384160936,0.7056636155606407,0.8393072150044265,0.1325909215808849,0.9996492862701416,44,0,1,0,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 21 > 18 > 19 > 20 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,21,,,,,,,,,,,,,,,
1,CaseBasedGenerator,29,0.0003634318709373474,2.678168891733961,0.7082379862700229,0.8584977042600346,0.11178367651518302,0.9996495246887207,43,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 19 > 21 > 18 > 20 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,22,,,,,,,,,,,,,,,
1,CaseBasedGenerator,28,0.0004812098341062665,2.6812992381975116,0.674771167048055,0.8288660228417553,0.17809102293614992,0.9995710253715515,45,0,1,0,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 18 > 21 > 19 > 20 > 22 > 38,37 > 01 > 02 > 30 > 31 > 03 > 04 > 32 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 25 > 22 > 38,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,77,23,1,CaseBasedGenerator,2508,39,77,1111,ImprovementMeasure,0.009998559951782227,1,1,23,,,,,,,,,,,,,,,
