,trace,input_x_seq_len,pred_y,true_y,is_correct
129,129,4,2,2,True
130,130,3,12,2,False
131,131,7,3,3,True
132,132,9,12,2,False
133,133,6,4,4,True
134,134,9,20,20,True
135,135,4,1,1,True
136,136,6,20,20,True
137,137,4,3,3,True
138,138,3,12,12,True
139,139,6,20,20,True
140,140,5,14,14,True
141,141,3,8,8,True
142,142,5,4,4,True
143,143,3,12,2,False
144,144,2,7,11,False
145,145,1,1,1,True
146,146,5,20,20,True
147,147,2,7,14,False
148,148,5,4,4,True
149,149,4,4,4,True
150,150,6,20,20,True
151,151,5,3,3,True
152,152,1,1,1,True
153,153,5,4,4,True
154,154,2,7,5,False
155,155,2,7,11,False
156,156,1,1,1,True
157,157,4,1,20,False
158,158,6,20,20,True
159,159,3,12,2,False
160,160,3,12,12,True
161,161,5,14,11,False
162,162,6,4,4,True
163,163,3,8,8,True
164,164,2,7,7,True
165,165,1,1,1,True
166,166,2,7,11,False
167,167,7,2,2,True
168,168,3,6,3,False
169,169,5,4,4,True
170,170,5,4,4,True
171,171,2,7,11,False
172,172,5,14,11,False
173,173,5,3,3,True
174,174,1,1,1,True
175,175,6,4,4,True
176,176,2,7,2,False
177,177,5,14,11,False
178,178,2,7,11,False
179,179,6,4,4,True
180,180,3,12,2,False
181,181,1,1,1,True
182,182,5,4,4,True
183,183,6,3,3,True
184,184,6,20,20,True
185,185,2,7,11,False
186,186,1,1,1,True
187,187,4,3,3,True
188,188,2,7,14,False
189,189,6,20,20,True
190,190,5,4,4,True
191,191,1,1,1,True
192,192,1,1,1,True
193,193,1,1,1,True
194,194,2,7,2,False
195,195,1,1,1,True
196,196,8,4,4,True
197,197,4,2,2,True
198,198,4,6,3,False
199,199,12,20,20,True
200,200,5,4,4,True
201,201,5,7,2,False
202,202,2,7,11,False
203,203,7,20,20,True
204,204,2,7,11,False
205,205,2,7,11,False
206,206,1,1,1,True
207,207,3,12,12,True
208,208,1,1,1,True
209,209,4,1,1,True
210,210,4,6,3,False
211,211,8,3,3,True
212,212,10,4,4,True
213,213,2,7,11,False
214,214,2,7,11,False
215,215,9,20,20,True
216,216,4,3,3,True
217,217,6,20,20,True
218,218,8,1,1,True
219,219,5,3,3,True
220,220,5,4,4,True
221,221,7,20,20,True
222,222,1,1,1,True
223,223,1,1,1,True
224,224,7,20,20,True
225,225,4,3,3,True
226,226,1,1,1,True
227,227,2,7,11,False
228,228,6,12,12,True
229,229,2,7,14,False
230,230,3,12,10,False
231,231,7,20,20,True
232,232,9,12,12,True
233,233,2,7,11,False
234,234,1,1,1,True
235,235,5,4,4,True
236,236,6,20,20,True
237,237,2,7,11,False
238,238,3,12,12,True
239,239,4,3,3,True
240,240,1,1,1,True
241,241,5,20,20,True
242,242,9,3,3,True
243,243,3,12,12,True
244,244,5,3,3,True
245,245,3,12,2,False
246,246,4,3,3,True
247,247,5,4,4,True
248,248,6,4,4,True
249,249,9,4,4,True
250,250,2,7,5,False
251,251,6,20,20,True
252,252,7,20,20,True
253,253,4,6,3,False
254,254,7,20,20,True
255,255,4,4,4,True
256,256,6,20,20,True
257,257,2,7,5,False
258,258,8,3,3,True
259,259,1,1,1,True
260,260,2,7,11,False
261,261,1,1,1,True
262,262,5,4,4,True
263,263,1,1,1,True
264,264,5,3,3,True
265,265,5,4,4,True
266,266,2,7,11,False
267,267,4,3,3,True
268,268,6,4,4,True
269,269,3,2,2,True
270,270,1,1,1,True
271,271,5,14,11,False
272,272,5,3,3,True
273,273,6,20,20,True
274,274,4,3,3,True
275,275,4,3,3,True
276,276,1,1,1,True
277,277,5,20,20,True
278,278,4,6,3,False
279,279,6,20,20,True
280,280,1,1,1,True
281,281,1,1,1,True
282,282,2,7,11,False
283,283,7,20,20,True
284,284,4,3,3,True
285,285,9,20,20,True
286,286,5,4,4,True
287,287,2,7,11,False
288,288,7,20,20,True
289,289,6,12,12,True
290,290,1,1,1,True
291,291,12,4,4,True
292,292,4,2,2,True
293,293,1,1,1,True
294,294,5,14,11,False
295,295,3,6,3,False
296,296,3,6,3,False
297,297,2,7,14,False
298,298,1,1,1,True
299,299,5,4,4,True
300,300,4,2,2,True
301,301,1,1,1,True
302,302,10,20,20,True
303,303,3,12,2,False
304,304,4,3,3,True
305,305,2,7,11,False
306,306,3,12,2,False
307,307,3,12,2,False
308,308,2,7,2,False
309,309,1,1,1,True
310,310,5,3,3,True
311,311,2,7,11,False
312,312,6,4,4,True
313,313,4,3,3,True
314,314,8,3,3,True
315,315,5,20,20,True
316,316,2,7,11,False
317,317,1,1,1,True
318,318,4,6,3,False
319,319,4,2,2,True
320,320,1,1,1,True
321,321,3,12,2,False
322,322,5,4,4,True
323,323,1,1,1,True
324,324,3,12,12,True
325,325,4,3,3,True
326,326,6,4,4,True
327,327,2,7,2,False
328,328,2,7,11,False
329,329,1,1,1,True
330,330,5,4,4,True
331,331,4,2,2,True
332,332,4,1,1,True
333,333,7,2,2,True
334,334,2,7,11,False
335,335,3,12,2,False
336,336,6,4,4,True
337,337,2,7,11,False
338,338,4,3,3,True
339,339,2,7,5,False
340,340,5,4,4,True
341,341,3,12,10,False
342,342,1,1,1,True
343,343,5,4,4,True
344,344,6,4,4,True
345,345,3,12,2,False
346,346,5,3,3,True
347,347,7,20,20,True
348,348,1,1,1,True
349,349,2,7,2,False
350,350,5,4,4,True
351,351,3,12,2,False
352,352,3,6,3,False
353,353,1,1,1,True
354,354,8,3,3,True
355,355,6,20,20,True
356,356,5,1,1,True
357,357,5,4,4,True
358,358,6,12,2,False
359,359,3,6,6,True
360,360,9,20,20,True
361,361,1,1,1,True
362,362,3,6,3,False
363,363,4,6,3,False
364,364,8,2,2,True
365,365,4,2,2,True
366,366,2,7,2,False
367,367,4,3,3,True
368,368,1,1,1,True
369,369,6,12,2,False
370,370,5,3,3,True
371,371,4,2,2,True
372,372,4,3,3,True
373,373,3,12,12,True
374,374,6,4,4,True
375,375,6,20,20,True
376,376,3,12,12,True
377,377,5,4,4,True
378,378,5,3,3,True
379,379,5,4,4,True
380,380,4,3,3,True
381,381,2,7,2,False
382,382,4,2,2,True
383,383,6,20,20,True
384,384,6,4,4,True
385,385,4,2,2,True
386,386,1,1,1,True
387,387,4,3,3,True
388,388,2,7,11,False
389,389,2,7,11,False
390,390,2,7,11,False
391,391,1,1,1,True
392,392,1,1,1,True
393,393,6,20,20,True
394,394,3,2,2,True
395,395,4,2,2,True
396,396,5,4,4,True
397,397,2,7,11,False
398,398,3,12,12,True
399,399,2,7,5,False
400,400,3,12,2,False
401,401,1,1,1,True
402,402,7,20,20,True
403,403,7,3,3,True
404,404,5,20,20,True
405,405,7,20,20,True
406,406,6,20,20,True
407,407,2,7,11,False
408,408,2,7,2,False
409,409,6,4,4,True
410,410,3,12,2,False
411,411,3,12,12,True
412,412,5,3,3,True
413,413,7,20,20,True
414,414,5,20,20,True
415,415,3,12,2,False
416,416,1,1,1,True
417,417,1,1,1,True
418,418,3,6,3,False
419,419,1,1,1,True
420,420,1,1,1,True
421,421,1,1,1,True
422,422,2,7,11,False
423,423,6,4,4,True
424,424,4,3,4,False
425,425,4,2,2,True
426,426,7,20,20,True
427,427,5,4,4,True
428,428,2,7,14,False
429,429,4,1,1,True
430,430,1,1,1,True
431,431,1,1,1,True
432,432,4,2,2,True
433,433,4,4,4,True
434,434,4,3,3,True
435,435,2,7,11,False
436,436,3,12,2,False
437,437,3,8,8,True
438,438,1,1,1,True
439,439,6,20,20,True
440,440,1,1,1,True
441,441,8,14,11,False
442,442,1,1,1,True
443,443,1,1,1,True
444,444,1,1,1,True
445,445,3,12,2,False
446,446,6,20,20,True
447,447,1,1,1,True
448,448,5,4,4,True
449,449,1,1,1,True
450,450,3,12,2,False
451,451,3,12,12,True
452,452,5,14,11,False
453,453,6,20,20,True
454,454,1,1,1,True
455,455,4,2,2,True
456,456,5,4,4,True
457,457,1,1,1,True
458,458,5,14,11,False
459,459,2,7,11,False
460,460,1,1,1,True
461,461,2,7,2,False
462,462,7,6,3,False
463,463,5,4,4,True
464,464,6,12,2,False
465,465,3,8,8,True
466,466,5,14,11,False
467,467,2,7,11,False
468,468,4,3,3,True
469,469,5,4,4,True
470,470,1,1,1,True
471,471,3,12,2,False
472,472,1,1,1,True
473,473,9,20,20,True
474,474,4,3,3,True
475,475,5,3,3,True
476,476,4,3,3,True
477,477,5,4,4,True
478,478,2,7,11,False
479,479,6,4,4,True
480,480,2,7,11,False
481,481,5,4,4,True
482,482,6,20,20,True
483,483,5,4,4,True
484,484,5,4,4,True
485,485,2,7,11,False
486,486,2,7,11,False
487,487,9,20,20,True
488,488,3,2,2,True
489,489,5,3,3,True
490,490,2,7,11,False
491,491,4,3,3,True
492,492,1,1,1,True
493,493,7,6,3,False
494,494,5,4,4,True
495,495,3,12,12,True
496,496,3,12,2,False
497,497,6,20,20,True
498,498,3,6,3,False
499,499,5,20,20,True
500,500,4,2,2,True
501,501,2,7,11,False
502,502,4,4,4,True
503,503,1,1,1,True
504,504,7,12,12,True
505,505,6,4,4,True
506,506,2,7,11,False
507,507,1,1,1,True
508,508,2,7,5,False
509,509,3,12,2,False
510,510,9,4,4,True
511,511,6,8,8,True
512,512,2,7,11,False
513,513,3,6,6,True
514,514,7,20,20,True
515,515,2,7,11,False
516,516,6,4,4,True
517,517,6,20,20,True
518,518,4,2,2,True
519,519,1,1,1,True
520,520,2,7,11,False
521,521,5,4,4,True
522,522,1,1,1,True
523,523,2,7,2,False
524,524,5,4,4,True
525,525,4,3,3,True
526,526,2,7,5,False
527,527,3,12,12,True
528,528,2,7,14,False
529,529,2,7,11,False
530,530,4,3,3,True
531,531,1,1,1,True
532,532,6,3,3,True
533,533,2,7,11,False
534,534,2,7,14,False
535,535,3,12,2,False
536,536,5,4,4,True
537,537,6,4,4,True
538,538,2,7,2,False
539,539,3,6,3,False
540,540,4,3,3,True
541,541,1,1,1,True
542,542,3,12,12,True
543,543,6,20,20,True
544,544,2,7,11,False
545,545,1,1,1,True
546,546,2,7,11,False
547,547,5,4,4,True
548,548,3,12,2,False
549,549,1,1,1,True
550,550,5,20,20,True
551,551,4,6,3,False
552,552,3,6,3,False
553,553,4,2,2,True
554,554,14,4,4,True
555,555,5,4,4,True
556,556,2,7,11,False
557,557,5,4,4,True
558,558,6,20,20,True
559,559,6,20,20,True
560,560,4,3,3,True
561,561,2,7,14,False
562,562,5,4,4,True
563,563,5,4,4,True
564,564,5,4,4,True
565,565,2,7,11,False
566,566,2,7,11,False
567,567,3,12,12,True
568,568,4,2,2,True
569,569,5,3,3,True
570,570,1,1,1,True
571,571,7,2,2,True
572,572,6,8,8,True
573,573,3,12,12,True
574,574,1,1,1,True
575,575,3,6,3,False
576,576,3,6,3,False
577,577,5,3,3,True
578,578,6,20,20,True
579,579,3,12,2,False
580,580,5,20,20,True
581,581,1,1,1,True
582,582,2,7,11,False
583,583,3,12,12,True
584,584,1,1,1,True
585,585,4,4,4,True
586,586,5,20,20,True
587,587,4,3,3,True
588,588,1,1,9,False
589,589,3,12,2,False
590,590,1,1,1,True
591,591,5,4,4,True
592,592,2,7,2,False
593,593,5,20,20,True
594,594,3,6,3,False
595,595,3,12,12,True
596,596,6,20,20,True
597,597,4,3,3,True
598,598,2,7,11,False
599,599,6,20,20,True
600,600,1,1,1,True
601,601,8,3,3,True
602,602,5,4,4,True
603,603,5,20,20,True
604,604,5,4,4,True
605,605,3,6,3,False
606,606,5,4,4,True
607,607,7,20,20,True
608,608,1,1,1,True
609,609,1,1,1,True
610,610,1,1,1,True
611,611,5,4,4,True
612,612,6,4,4,True
613,613,2,7,11,False
614,614,2,7,2,False
615,615,6,8,8,True
616,616,5,3,3,True
617,617,5,4,4,True
618,618,6,4,4,True
619,619,14,4,4,True
620,620,1,1,1,True
621,621,6,20,20,True
622,622,3,12,12,True
623,623,9,20,20,True
624,624,6,20,20,True
625,625,1,1,1,True
626,626,1,1,1,True
627,627,4,1,1,True
628,628,5,4,4,True
629,629,6,20,20,True
630,630,3,6,3,False
631,631,5,3,3,True
632,632,7,6,3,False
633,633,4,2,2,True
634,634,3,12,2,False
635,635,9,3,3,True
636,636,5,3,3,True
637,637,3,12,2,False
638,638,4,3,3,True
639,639,2,7,11,False
640,640,3,12,2,False
641,641,2,7,14,False
642,642,3,12,2,False
643,643,3,12,12,True
644,644,4,4,4,True
645,645,8,6,3,False
646,646,5,14,11,False
647,647,5,20,20,True
648,648,3,12,2,False
649,649,1,1,1,True
650,650,4,1,1,True
651,651,6,20,20,True
652,652,6,8,8,True
653,653,1,1,1,True
654,654,8,20,20,True
655,655,2,7,11,False
656,656,4,4,4,True
657,657,1,1,1,True
658,658,1,1,1,True
659,659,5,3,3,True
660,660,5,4,4,True
661,661,2,7,11,False
662,662,3,12,2,False
663,663,5,3,3,True
664,664,4,3,3,True
665,665,6,4,4,True
666,666,2,7,11,False
667,667,5,20,20,True
668,668,6,20,20,True
669,669,5,4,4,True
670,670,4,3,3,True
671,671,6,20,20,True
672,672,3,6,3,False
673,673,5,4,4,True
674,674,5,4,4,True
675,675,2,7,11,False
676,676,1,1,1,True
677,677,2,7,11,False
678,678,4,3,3,True
679,679,1,1,1,True
680,680,8,1,1,True
681,681,3,12,2,False
682,682,4,4,4,True
683,683,6,20,20,True
684,684,3,2,2,True
685,685,4,3,3,True
686,686,1,1,1,True
687,687,7,20,20,True
688,688,4,3,3,True
689,689,2,7,2,False
690,690,3,12,2,False
691,691,5,4,4,True
692,692,3,12,2,False
693,693,6,20,20,True
694,694,2,7,11,False
695,695,4,3,3,True
696,696,6,20,20,True
697,697,5,3,3,True
698,698,4,3,3,True
699,699,3,6,3,False
700,700,5,14,11,False
701,701,1,1,1,True
702,702,3,8,8,True
703,703,1,1,1,True
704,704,7,3,3,True
705,705,6,20,20,True
706,706,4,4,4,True
707,707,6,20,20,True
708,708,6,4,4,True
709,709,2,20,20,True
710,710,6,14,11,False
711,711,2,7,11,False
712,712,6,20,20,True
713,713,3,6,3,False
714,714,5,3,3,True
715,715,1,1,1,True
716,716,1,1,1,True
717,717,1,1,1,True
718,718,3,6,3,False
719,719,1,1,1,True
720,720,3,2,2,True
721,721,3,12,2,False
722,722,2,7,14,False
723,723,6,14,11,False
724,724,5,4,4,True
725,725,2,7,11,False
726,726,3,12,2,False
727,727,3,12,2,False
728,728,5,14,11,False
729,729,6,20,20,True
730,730,4,3,3,True
731,731,5,3,3,True
732,732,1,1,1,True
733,733,1,1,1,True
734,734,2,20,20,True
735,735,7,20,20,True
736,736,5,4,4,True
737,737,4,2,2,True
738,738,4,1,20,False
739,739,6,6,3,False
740,740,1,1,1,True
741,741,2,7,7,True
742,742,4,2,2,True
743,743,3,12,12,True
744,744,3,2,10,False
745,745,5,4,4,True
746,746,5,3,3,True
747,747,1,1,1,True
748,748,3,12,2,False
749,749,5,4,4,True
750,750,5,20,20,True
751,751,2,7,11,False
752,752,5,4,4,True
753,753,4,6,3,False
754,754,1,1,1,True
755,755,4,2,2,True
756,756,1,1,1,True
757,757,1,1,9,False
758,758,1,1,1,True
759,759,5,4,4,True
760,760,1,1,1,True
761,761,5,1,1,True
762,762,1,1,1,True
763,763,2,7,5,False
764,764,9,20,20,True
765,765,4,6,3,False
766,766,3,6,3,False
767,767,1,1,1,True
768,768,3,8,8,True
769,769,1,1,1,True
770,770,5,20,20,True
771,771,5,4,4,True
772,772,3,12,12,True
773,773,6,4,4,True
774,774,3,12,2,False
775,775,2,7,11,False
776,776,6,20,20,True
777,777,5,14,11,False
778,778,5,4,4,True
779,779,1,1,1,True
780,780,3,12,2,False
781,781,3,12,2,False
782,782,2,7,2,False
783,783,6,20,20,True
784,784,1,1,1,True
785,785,1,1,1,True
786,786,3,12,2,False
787,787,2,7,11,False
788,788,6,20,20,True
789,789,5,20,20,True
790,790,6,4,4,True
791,791,5,4,4,True
792,792,3,12,2,False
793,793,4,3,3,True
794,794,4,2,2,True
795,795,2,7,11,False
796,796,5,4,4,True
797,797,1,1,1,True
798,798,9,20,20,True
799,799,5,4,4,True
800,800,6,20,20,True
801,801,6,12,12,True
802,802,2,7,11,False
803,803,6,20,20,True
804,804,6,20,20,True
805,805,5,4,4,True
806,806,3,12,2,False
807,807,5,14,11,False
808,808,4,3,3,True
809,809,3,8,8,True
810,810,5,4,4,True
811,811,1,1,1,True
812,812,3,12,2,False
813,813,5,4,4,True
814,814,2,7,14,False
815,815,5,7,2,False
816,816,6,7,5,False
817,817,6,20,20,True
818,818,5,4,4,True
819,819,2,7,7,True
820,820,2,20,20,True
821,821,4,2,2,True
822,822,5,4,4,True
823,823,3,12,2,False
824,824,7,20,20,True
825,825,4,2,2,True
826,826,2,7,11,False
827,827,4,6,3,False
828,828,9,20,20,True
829,829,1,1,1,True
830,830,7,3,3,True
831,831,6,4,4,True
832,832,1,1,1,True
833,833,5,4,4,True
834,834,1,1,1,True
835,835,2,7,11,False
836,836,4,3,3,True
837,837,1,1,1,True
838,838,1,1,1,True
839,839,2,7,11,False
840,840,3,12,2,False
841,841,4,3,3,True
842,842,3,12,2,False
843,843,1,1,1,True
844,844,2,7,14,False
845,845,2,7,11,False
846,846,3,12,2,False
847,847,1,1,1,True
848,848,2,7,11,False
849,849,6,4,4,True
850,850,6,4,4,True
851,851,5,4,4,True
852,852,1,1,1,True
853,853,5,20,20,True
854,854,2,7,11,False
855,855,3,12,2,False
856,856,6,20,20,True
857,857,6,20,20,True
858,858,2,7,11,False
859,859,6,4,4,True
860,860,6,20,20,True
861,861,3,12,2,False
862,862,6,4,4,True
863,863,7,20,20,True
864,864,1,1,1,True
865,865,2,7,11,False
866,866,6,20,20,True
867,867,4,4,4,True
868,868,5,3,3,True
869,869,5,3,3,True
870,870,3,12,2,False
871,871,2,7,2,False
872,872,3,12,2,False
873,873,3,12,12,True
874,874,1,1,1,True
875,875,3,6,3,False
876,876,5,4,4,True
877,877,7,20,20,True
878,878,5,4,4,True
879,879,2,7,11,False
880,880,7,3,3,True
881,881,3,6,3,False
882,882,6,20,20,True
883,883,5,3,3,True
884,884,6,20,20,True
885,885,2,7,2,False
886,886,4,4,4,True
887,887,5,3,3,True
888,888,4,6,3,False
889,889,6,20,20,True
890,890,7,20,20,True
891,891,5,4,4,True
892,892,4,3,3,True
893,893,5,14,14,True
894,894,3,6,3,False
895,895,4,2,2,True
896,896,1,1,1,True
897,897,6,4,4,True
898,898,6,20,20,True
899,899,1,1,1,True
900,900,1,1,1,True
901,901,2,7,11,False
902,902,4,2,2,True
903,903,3,12,12,True
904,904,2,7,11,False
905,905,1,1,1,True
906,906,1,1,1,True
907,907,6,4,4,True
908,908,2,7,11,False
909,909,2,7,11,False
910,910,7,20,20,True
911,911,4,1,1,True
912,912,5,1,1,True
913,913,2,7,11,False
914,914,3,12,2,False
915,915,2,7,5,False
916,916,4,8,8,True
917,917,2,7,2,False
918,918,4,3,3,True
919,919,3,12,2,False
920,920,2,7,11,False
921,921,6,20,20,True
922,922,4,2,2,True
923,923,1,1,1,True
924,924,4,6,3,False
925,925,2,7,11,False
926,926,4,6,3,False
927,927,4,2,2,True
928,928,6,4,4,True
929,929,5,20,20,True
930,930,1,1,1,True
931,931,2,7,11,False
932,932,2,7,5,False
933,933,4,3,3,True
934,934,4,8,8,True
935,935,1,1,9,False
936,936,5,4,4,True
937,937,3,12,2,False
938,938,5,4,4,True
939,939,5,4,4,True
940,940,2,7,14,False
941,941,6,20,20,True
942,942,3,2,2,True
943,943,1,1,1,True
944,944,4,3,3,True
945,945,2,7,11,False
946,946,5,20,20,True
947,947,2,7,11,False
948,948,3,12,2,False
949,949,4,3,3,True
950,950,3,12,2,False
951,951,7,20,20,True
952,952,3,2,2,True
953,953,3,8,8,True
954,954,6,8,8,True
955,955,4,1,1,True
956,956,3,12,2,False
957,957,4,6,3,False
958,958,6,20,20,True
959,959,4,2,2,True
960,960,2,7,11,False
961,961,5,4,4,True
962,962,3,12,2,False
963,963,3,12,2,False
964,964,4,4,4,True
965,965,1,1,1,True
966,966,2,7,5,False
967,967,3,12,2,False
968,968,1,1,1,True
969,969,2,7,11,False
970,970,2,7,11,False
971,971,4,2,2,True
972,972,5,14,11,False
973,973,3,12,2,False
974,974,3,12,12,True
975,975,3,12,2,False
976,976,4,3,3,True
977,977,1,1,1,True
978,978,3,12,2,False
979,979,1,1,9,False
980,980,3,12,2,False
981,981,7,2,2,True
982,982,5,4,4,True
983,983,2,7,11,False
984,984,5,20,20,True
985,985,2,7,5,False
986,986,3,12,2,False
987,987,2,7,11,False
988,988,5,20,20,True
989,989,2,7,2,False
990,990,2,7,11,False
991,991,1,1,1,True
992,992,1,1,1,True
993,993,3,12,2,False
994,994,2,7,11,False
995,995,7,4,4,True
996,996,5,20,20,True
997,997,5,4,4,True
998,998,1,1,1,True
999,999,5,4,4,True
1000,1000,4,2,2,True
1001,1001,2,7,11,False
1002,1002,1,1,1,True
1003,1003,3,12,2,False
1004,1004,5,3,3,True
1005,1005,5,3,3,True
1006,1006,2,7,11,False
1007,1007,3,12,12,True
1008,1008,3,12,12,True
1009,1009,9,4,4,True
1010,1010,5,3,3,True
1011,1011,4,4,4,True
1012,1012,1,1,1,True
1013,1013,2,7,11,False
1014,1014,1,1,1,True
1015,1015,1,1,1,True
1016,1016,4,3,3,True
1017,1017,1,1,1,True
1018,1018,2,7,11,False
1019,1019,8,4,4,True
1020,1020,5,3,3,True
1021,1021,2,7,14,False
1022,1022,3,6,3,False
1023,1023,3,12,12,True
1024,1024,6,20,20,True
1025,1025,2,7,11,False
1026,1026,3,12,12,True
1027,1027,4,3,3,True
1028,1028,1,1,1,True
1029,1029,7,1,1,True
1030,1030,1,1,1,True
1031,1031,3,12,12,True
1032,1032,3,6,3,False
1033,1033,4,8,8,True
1034,1034,6,4,4,True
1035,1035,4,2,2,True
1036,1036,1,1,1,True
1037,1037,4,3,3,True
1038,1038,3,8,8,True
1039,1039,7,20,20,True
1040,1040,2,20,20,True
1041,1041,1,1,1,True
1042,1042,1,1,1,True
1043,1043,5,4,4,True
1044,1044,1,1,1,True
1045,1045,1,1,1,True
1046,1046,8,3,3,True
1047,1047,1,1,1,True
1048,1048,5,3,3,True
1049,1049,5,4,4,True
1050,1050,6,4,4,True
1051,1051,6,4,4,True
1052,1052,6,20,20,True
1053,1053,1,1,1,True
1054,1054,5,4,4,True
1055,1055,5,4,4,True
1056,1056,3,12,12,True
1057,1057,1,1,1,True
1058,1058,1,1,1,True
1059,1059,1,1,1,True
1060,1060,2,7,2,False
1061,1061,1,1,1,True
1062,1062,1,1,1,True
1063,1063,6,4,4,True
1064,1064,7,20,20,True
1065,1065,4,3,3,True
1066,1066,9,20,20,True
1067,1067,7,20,20,True
1068,1068,4,2,2,True
1069,1069,5,4,4,True
1070,1070,1,1,1,True
1071,1071,6,20,20,True
1072,1072,4,3,3,True
1073,1073,5,4,4,True
1074,1074,1,1,1,True
1075,1075,2,7,11,False
1076,1076,5,3,3,True
1077,1077,10,20,20,True
1078,1078,1,1,1,True
1079,1079,4,3,3,True
1080,1080,5,4,4,True
1081,1081,1,1,1,True
1082,1082,4,2,2,True
1083,1083,9,20,20,True
1084,1084,4,3,3,True
1085,1085,7,20,20,True
1086,1086,4,2,2,True
1087,1087,5,14,11,False
1088,1088,2,7,11,False
1089,1089,5,3,3,True
1090,1090,4,2,2,True
1091,1091,1,1,1,True
1092,1092,2,7,2,False
1093,1093,2,7,11,False
1094,1094,2,7,11,False
1095,1095,1,1,1,True
1096,1096,3,12,12,True
1097,1097,2,7,11,False
1098,1098,1,1,1,True
1099,1099,8,12,12,True
1100,1100,2,7,11,False
1101,1101,2,7,11,False
1102,1102,3,2,2,True
1103,1103,3,12,2,False
1104,1104,4,3,3,True
1105,1105,7,20,20,True
1106,1106,5,1,1,True
1107,1107,2,7,14,False
1108,1108,1,1,1,True
1109,1109,2,7,11,False
1110,1110,2,7,11,False
1111,1111,2,7,2,False
1112,1112,5,14,11,False
1113,1113,3,6,3,False
1114,1114,1,1,1,True
1115,1115,12,8,8,True
1116,1116,5,20,20,True
1117,1117,5,3,3,True
1118,1118,6,20,20,True
1119,1119,2,7,11,False
1120,1120,2,7,11,False
1121,1121,1,1,1,True
1122,1122,6,20,20,True
1123,1123,3,6,3,False
1124,1124,7,3,3,True
1125,1125,7,20,20,True
1126,1126,3,12,2,False
1127,1127,7,12,12,True
1128,1128,4,3,3,True
1129,1129,7,12,12,True
1130,1130,2,7,2,False
1131,1131,4,4,4,True
1132,1132,2,7,2,False
1133,1133,4,6,3,False
1134,1134,4,1,1,True
1135,1135,2,7,11,False
1136,1136,7,20,20,True
1137,1137,4,3,3,True
1138,1138,5,3,3,True
