,trace,input_x_seq_len,pred_y,true_y,is_correct
889,889,1,1,1,True
890,890,7,3,3,True
891,891,3,3,3,True
892,892,11,3,3,True
893,893,6,4,4,True
894,894,8,4,4,True
895,895,4,2,2,True
896,896,1,1,1,True
897,897,2,11,11,True
898,898,5,4,4,True
899,899,6,11,11,True
900,900,4,2,2,True
901,901,4,3,3,True
902,902,1,1,1,True
903,903,3,1,8,False
904,904,1,1,1,True
905,905,2,11,11,True
906,906,4,3,3,True
907,907,4,3,3,True
908,908,5,4,4,True
909,909,2,11,11,True
910,910,3,2,2,True
911,911,2,11,11,True
912,912,1,1,1,True
913,913,3,2,12,False
914,914,1,1,1,True
915,915,4,4,4,True
916,916,1,1,1,True
917,917,4,4,4,True
918,918,2,11,11,True
919,919,2,11,2,False
920,920,2,11,11,True
921,921,4,3,3,True
922,922,1,1,1,True
923,923,8,11,11,True
924,924,3,2,2,True
925,925,3,3,3,True
926,926,2,11,11,True
927,927,3,2,2,True
928,928,5,4,4,True
929,929,5,4,4,True
930,930,1,1,1,True
931,931,1,1,1,True
932,932,1,1,1,True
933,933,4,2,2,True
934,934,3,2,2,True
935,935,5,4,4,True
936,936,4,3,3,True
937,937,2,11,11,True
938,938,3,2,2,True
939,939,6,4,4,True
940,940,2,11,11,True
941,941,4,2,2,True
942,942,1,1,1,True
943,943,2,11,11,True
944,944,4,4,4,True
945,945,1,1,1,True
946,946,3,3,3,True
947,947,3,3,3,True
948,948,2,11,14,False
949,949,2,11,11,True
950,950,4,3,3,True
951,951,3,2,12,False
952,952,1,1,1,True
953,953,2,11,11,True
954,954,2,11,11,True
955,955,7,3,3,True
956,956,7,2,2,True
957,957,5,3,3,True
958,958,1,1,1,True
959,959,4,2,2,True
960,960,1,1,1,True
961,961,1,1,1,True
962,962,5,4,4,True
963,963,6,4,4,True
964,964,6,4,4,True
965,965,1,1,1,True
966,966,2,11,2,False
967,967,4,3,3,True
968,968,2,11,11,True
969,969,4,1,1,True
970,970,4,1,1,True
971,971,3,2,12,False
972,972,1,1,1,True
973,973,4,4,4,True
974,974,4,3,3,True
975,975,1,1,9,False
976,976,8,3,3,True
977,977,5,4,4,True
978,978,2,11,2,False
979,979,2,11,11,True
980,980,4,3,3,True
981,981,1,1,1,True
982,982,2,11,11,True
983,983,2,11,11,True
984,984,2,11,11,True
985,985,1,1,1,True
986,986,2,11,14,False
987,987,6,4,4,True
988,988,5,1,1,True
989,989,1,1,1,True
990,990,4,4,4,True
991,991,6,4,4,True
992,992,5,4,4,True
993,993,6,4,4,True
994,994,5,3,3,True
995,995,4,3,3,True
996,996,4,3,3,True
997,997,3,2,2,True
998,998,5,4,4,True
999,999,4,3,3,True
1000,1000,3,2,2,True
1001,1001,5,4,4,True
1002,1002,5,4,4,True
1003,1003,4,3,3,True
1004,1004,2,11,2,False
1005,1005,2,11,5,False
1006,1006,2,11,11,True
1007,1007,6,4,4,True
1008,1008,5,3,3,True
1009,1009,4,2,2,True
1010,1010,1,1,1,True
1011,1011,2,11,5,False
1012,1012,5,4,4,True
1013,1013,2,11,11,True
1014,1014,6,4,4,True
1015,1015,1,1,1,True
1016,1016,1,1,1,True
1017,1017,1,1,1,True
1018,1018,1,1,1,True
1019,1019,3,2,2,True
1020,1020,3,2,12,False
1021,1021,6,4,4,True
1022,1022,5,4,4,True
1023,1023,4,1,1,True
1024,1024,6,4,4,True
1025,1025,8,3,3,True
1026,1026,1,1,1,True
1027,1027,1,1,1,True
1028,1028,1,1,1,True
1029,1029,3,2,2,True
1030,1030,3,1,8,False
1031,1031,4,4,4,True
1032,1032,7,4,4,True
1033,1033,1,1,1,True
1034,1034,5,3,3,True
1035,1035,5,4,4,True
1036,1036,4,4,4,True
1037,1037,7,2,2,True
1038,1038,4,2,2,True
1039,1039,1,1,1,True
1040,1040,5,4,4,True
1041,1041,4,4,4,True
1042,1042,2,11,5,False
1043,1043,2,11,11,True
1044,1044,4,3,3,True
1045,1045,4,3,3,True
1046,1046,2,11,11,True
1047,1047,2,11,11,True
1048,1048,3,2,12,False
1049,1049,2,11,11,True
1050,1050,2,11,11,True
1051,1051,6,4,4,True
1052,1052,1,1,1,True
1053,1053,3,3,3,True
1054,1054,1,1,1,True
1055,1055,1,1,1,True
1056,1056,1,1,1,True
1057,1057,5,3,3,True
1058,1058,4,2,2,True
1059,1059,1,1,1,True
1060,1060,3,2,2,True
1061,1061,3,2,2,True
1062,1062,1,1,1,True
1063,1063,4,3,3,True
1064,1064,4,2,2,True
1065,1065,4,4,4,True
1066,1066,1,1,1,True
1067,1067,8,4,4,True
1068,1068,5,11,11,True
1069,1069,1,1,1,True
1070,1070,3,3,3,True
1071,1071,5,4,4,True
1072,1072,3,2,2,True
1073,1073,4,3,3,True
1074,1074,1,1,1,True
1075,1075,4,1,1,True
1076,1076,1,1,1,True
1077,1077,2,11,11,True
1078,1078,4,3,3,True
1079,1079,1,1,1,True
1080,1080,1,1,1,True
1081,1081,2,11,11,True
1082,1082,2,11,11,True
1083,1083,5,4,4,True
1084,1084,5,11,11,True
1085,1085,4,1,1,True
1086,1086,3,2,12,False
1087,1087,2,11,11,True
1088,1088,5,1,1,True
1089,1089,6,2,8,False
1090,1090,3,2,12,False
1091,1091,3,2,12,False
1092,1092,7,3,3,True
1093,1093,4,3,3,True
1094,1094,4,1,1,True
1095,1095,1,1,1,True
1096,1096,4,3,3,True
1097,1097,1,1,1,True
1098,1098,4,3,3,True
1099,1099,3,2,12,False
1100,1100,2,11,5,False
1101,1101,2,11,11,True
1102,1102,3,1,8,False
1103,1103,1,1,1,True
1104,1104,3,2,10,False
1105,1105,2,11,11,True
1106,1106,3,2,2,True
1107,1107,3,2,2,True
1108,1108,8,3,3,True
1109,1109,2,11,2,False
1110,1110,2,11,11,True
1111,1111,2,11,11,True
1112,1112,2,11,2,False
1113,1113,6,2,2,True
1114,1114,3,2,12,False
1115,1115,2,11,11,True
1116,1116,4,3,3,True
1117,1117,4,4,4,True
1118,1118,2,11,11,True
1119,1119,1,1,1,True
1120,1120,1,1,1,True
1121,1121,2,11,11,True
1122,1122,2,11,11,True
1123,1123,3,2,2,True
1124,1124,5,4,4,True
1125,1125,2,11,11,True
1126,1126,5,4,4,True
1127,1127,5,3,3,True
1128,1128,2,11,11,True
1129,1129,3,2,2,True
1130,1130,4,1,1,True
1131,1131,4,3,3,True
1132,1132,5,4,4,True
1133,1133,5,11,14,False
1134,1134,2,11,11,True
1135,1135,6,4,4,True
1136,1136,2,11,11,True
1137,1137,3,3,3,True
1138,1138,1,1,1,True
