,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_decoded,pred_decoded
336,336,1,4,1,25,0.04,0.04,0.16,0.064,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.4111402412545968,019 | 019-001 | 019-001-002 | 019-001-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
337,337,25,6,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.29022139606596653,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003 | 019-001-005-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
338,338,2,4,2,25,0.04,0.04,0.16,0.064,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7971679188943039,019 | 019-001 | 019-001-005 | 019-001-005-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
339,339,5,1,5,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.12,0.0,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.7439987604760503,019,001 -> 011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
340,340,25,5,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2844823720588917,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
341,341,4,3,4,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.798213117685267,019 | 019-001 | 019-001-011,012 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
342,342,3,3,3,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.8303917654145495,019 | 019-001 | 019-001-011,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
343,343,3,3,3,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.8303917654145495,019 | 019-001 | 019-001-011,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
344,344,1,6,1,25,0.04,0.04,0.24,0.06857142857142856,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.3979720364252052,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
345,345,5,1,5,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.12,0.0,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.7439987604760503,019,001 -> 011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
346,346,25,7,25,24,0.04,0.04,0.0016,0.003076923076923077,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.29082880037404824,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
347,347,4,1,4,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7711859924961394,019,001 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
348,348,25,5,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2844823720588917,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
349,349,1,4,1,25,0.04,0.04,0.16,0.064,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.4111402412545968,019 | 019-001 | 019-001-002 | 019-001-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
350,350,25,2,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2332351004869715,019 | 019-009,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
351,351,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
