,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
13,13,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
14,14,8,8,8,8,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,0.6944444444444443,0.4444444444444444,0.4444444444444444,1.0,0.5172275815515668,019 | 019-001 | 019-001-007 | 019-001-007-008 | 019-001-007-008-001 | 019-001-007-008-001-005 | 019-001-007-008-001-005-002 | 019-001-007-008-001-005-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
15,15,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
16,16,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
17,17,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
18,18,4,4,4,4,1.0,1.0,1.0,1.0,0.18181818181818177,0.18181818181818177,1.0,0.18181818181818182,0.0,0.18181818181818177,0.18181818181818177,1.0,0.4712165581413368,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
19,19,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
20,20,4,4,4,4,1.0,1.0,1.0,1.0,0.18181818181818177,0.18181818181818177,1.0,0.18181818181818182,0.0,0.18181818181818177,0.18181818181818177,1.0,0.4712165581413368,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
21,21,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
22,22,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
23,23,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
24,24,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
25,25,4,4,4,4,0.5,0.5,0.25,0.3333333333333333,0.09090909090909094,0.09090909090909094,0.5,0.13636363636363635,0.0,0.09090909090909094,0.09090909090909094,0.5,0.38895857921368526,019 | 019-001 | 019-001-011 | 019-001-011-010,008 -> 008 -> 008 -> 008,004 -> 004 -> 008 -> 008,008 -> 008 -> 008 -> 008,004 -> 004 -> 008 -> 008,DECL_REJECTED_EMPLOYEE -> DECL_REJECTED_EMPLOYEE -> DECL_REJECTED_EMPLOYEE -> DECL_REJECTED_EMPLOYEE,Payment_Handled -> Payment_Handled -> DECL_REJECTED_EMPLOYEE -> DECL_REJECTED_EMPLOYEE
26,26,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
27,27,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
28,28,4,4,4,4,1.0,1.0,1.0,1.0,0.18181818181818177,0.18181818181818177,1.0,0.18181818181818182,0.0,0.18181818181818177,0.18181818181818177,1.0,0.4712165581413368,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
29,29,6,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.22589561923303214,019 | 019-001 | 019-001-002 | 019-001-002-006 | 019-001-002-006-001 | 019-001-002-006-001-002,006 -> 006 -> 006 -> 006 -> 006 -> 006,004 -> 004 -> 004 -> 004 -> 008 -> 004,006 -> 006 -> 006 -> 006 -> 006 -> 006,004 -> 004 -> 004 -> 004 -> 008 -> 004,DECL_REJECTED_MISSING -> DECL_REJECTED_MISSING -> DECL_REJECTED_MISSING -> DECL_REJECTED_MISSING -> DECL_REJECTED_MISSING -> DECL_REJECTED_MISSING,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> DECL_REJECTED_EMPLOYEE -> Payment_Handled
30,30,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
31,31,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
32,32,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
33,33,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
34,34,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
35,35,5,5,5,5,1.0,1.0,1.0,1.0,0.23809523809523814,0.23809523809523814,1.0,0.23809523809523808,0.0,0.23809523809523814,0.23809523809523814,1.0,0.46355324161334643,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
36,36,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
37,37,6,6,6,6,1.0,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,1.0,0.3,0.40555555555555567,0.30000000000000004,0.30000000000000004,1.0,0.4707211667838803,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
38,38,4,4,4,4,1.0,1.0,1.0,1.0,0.18181818181818177,0.18181818181818177,1.0,0.18181818181818182,0.0,0.18181818181818177,0.18181818181818177,1.0,0.4712165581413368,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
39,39,4,4,4,4,1.0,1.0,1.0,1.0,0.18181818181818177,0.18181818181818177,1.0,0.18181818181818182,0.0,0.18181818181818177,0.18181818181818177,1.0,0.4712165581413368,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
40,40,8,8,8,8,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,0.6944444444444443,0.4444444444444444,0.4444444444444444,1.0,0.5172275815515668,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-002 | 019-001-014-008-001-011-002-003,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled,Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
