,trace,input_x_seq_len,true_x,true_y,pred_y,is_correct
84,84,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
85,85,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
86,86,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
87,87,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
88,88,4,019 -> 001 -> 002 -> 003,4,4,True
89,89,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
90,90,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
91,91,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
92,92,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
93,93,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
94,94,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
95,95,8,019 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
96,96,4,019 -> 001 -> 002 -> 003,4,4,True
97,97,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
98,98,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
99,99,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
100,100,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
101,101,4,019 -> 001 -> 002 -> 003,4,4,True
102,102,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
103,103,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
104,104,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
105,105,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
106,106,4,019 -> 001 -> 002 -> 003,4,4,True
107,107,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
108,108,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
109,109,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
110,110,10,019 -> 001 -> 011 -> 010 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
111,111,1,019,9,9,True
112,112,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
113,113,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
114,114,4,019 -> 001 -> 002 -> 003,4,4,True
115,115,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
116,116,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
117,117,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
118,118,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
119,119,8,019 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
120,120,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
121,121,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
122,122,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
123,123,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
124,124,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
125,125,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
126,126,4,019 -> 001 -> 011 -> 010,8,8,True
127,127,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
128,128,4,019 -> 001 -> 002 -> 003,4,4,True
129,129,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
130,130,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
131,131,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
132,132,4,019 -> 001 -> 002 -> 003,4,4,True
133,133,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
134,134,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
135,135,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
136,136,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
137,137,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
138,138,4,019 -> 001 -> 002 -> 003,4,4,True
139,139,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
140,140,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
141,141,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
142,142,4,019 -> 001 -> 002 -> 003,4,4,True
143,143,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
144,144,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
145,145,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
146,146,4,019 -> 001 -> 002 -> 003,4,4,True
147,147,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
148,148,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
149,149,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
150,150,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
151,151,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
152,152,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
153,153,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
154,154,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
155,155,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
156,156,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
157,157,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
158,158,4,019 -> 001 -> 002 -> 003,4,4,True
159,159,4,019 -> 001 -> 002 -> 003,4,4,True
160,160,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
161,161,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
162,162,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
163,163,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
164,164,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
165,165,4,019 -> 001 -> 002 -> 003,4,4,True
166,166,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
167,167,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
168,168,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
169,169,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
170,170,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
171,171,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
172,172,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
173,173,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
174,174,10,019 -> 001 -> 011 -> 010 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
175,175,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
176,176,4,019 -> 001 -> 002 -> 003,4,4,True
177,177,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
178,178,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
179,179,4,019 -> 001 -> 002 -> 003,4,4,True
180,180,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
181,181,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
182,182,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
183,183,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
184,184,4,019 -> 001 -> 002 -> 003,4,4,True
185,185,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
186,186,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
187,187,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
188,188,1,019,9,9,True
189,189,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
190,190,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
191,191,4,019 -> 001 -> 002 -> 003,4,4,True
192,192,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
193,193,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
194,194,4,019 -> 001 -> 002 -> 003,4,4,True
195,195,4,019 -> 001 -> 002 -> 003,4,4,True
196,196,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
197,197,4,019 -> 001 -> 002 -> 003,4,4,True
198,198,1,019,9,9,True
199,199,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
200,200,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
201,201,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
202,202,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
203,203,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
204,204,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
205,205,4,019 -> 001 -> 002 -> 003,4,4,True
206,206,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
207,207,4,019 -> 001 -> 002 -> 003,4,4,True
208,208,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
209,209,4,019 -> 001 -> 002 -> 003,4,4,True
210,210,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
211,211,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
212,212,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
213,213,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
214,214,4,019 -> 001 -> 002 -> 003,4,4,True
215,215,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
216,216,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
217,217,4,019 -> 001 -> 002 -> 003,4,4,True
218,218,4,019 -> 001 -> 002 -> 003,4,4,True
219,219,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
220,220,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
221,221,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
222,222,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
223,223,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
224,224,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
225,225,6,019 -> 001 -> 010 -> 008 -> 001 -> 010,8,8,True
226,226,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
227,227,4,019 -> 001 -> 002 -> 003,4,4,True
228,228,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
229,229,9,019 -> 001 -> 005 -> 010 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
230,230,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
231,231,1,019,9,9,True
232,232,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
233,233,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
234,234,4,019 -> 001 -> 002 -> 003,4,4,True
235,235,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
236,236,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
237,237,14,019 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
238,238,11,019 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
239,239,6,019 -> 001 -> 014 -> 008 -> 001 -> 014,8,8,True
240,240,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
241,241,4,019 -> 001 -> 002 -> 003,4,4,True
242,242,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
243,243,4,019 -> 001 -> 002 -> 003,4,4,True
244,244,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
245,245,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
246,246,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
247,247,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
248,248,4,019 -> 001 -> 002 -> 003,4,4,True
249,249,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
250,250,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
251,251,7,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 014,8,8,True
252,252,7,019 -> 001 -> 002 -> 006 -> 001 -> 002 -> 003,4,4,True
253,253,4,019 -> 001 -> 002 -> 003,4,4,True
254,254,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
255,255,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
256,256,4,019 -> 001 -> 002 -> 003,4,4,True
257,257,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
258,258,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
259,259,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
260,260,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
261,261,4,019 -> 001 -> 002 -> 003,4,4,True
262,262,3,019 -> 001 -> 002,6,6,True
263,263,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
264,264,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
265,265,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
266,266,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
267,267,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
268,268,4,019 -> 001 -> 002 -> 003,4,4,True
269,269,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
270,270,4,019 -> 001 -> 002 -> 003,4,4,True
271,271,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
272,272,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
273,273,4,019 -> 001 -> 002 -> 003,4,4,True
274,274,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
275,275,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
276,276,11,019 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
277,277,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
278,278,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
279,279,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
280,280,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
281,281,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
282,282,4,019 -> 001 -> 002 -> 003,4,4,True
283,283,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
284,284,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
285,285,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
286,286,4,019 -> 001 -> 002 -> 003,4,4,True
287,287,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
288,288,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
289,289,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
290,290,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
291,291,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
292,292,4,019 -> 001 -> 002 -> 003,4,4,True
293,293,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
294,294,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
295,295,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
296,296,4,019 -> 001 -> 002 -> 003,4,4,True
297,297,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
298,298,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
299,299,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
300,300,17,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 014 -> 008 -> 001 -> 014 -> 001 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
301,301,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
302,302,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
303,303,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
304,304,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
305,305,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
306,306,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
307,307,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
308,308,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
309,309,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
310,310,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
311,311,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
312,312,8,019 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
313,313,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
314,314,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
315,315,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
316,316,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
317,317,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
318,318,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
319,319,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
320,320,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
321,321,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
322,322,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
323,323,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
324,324,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
325,325,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
326,326,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
327,327,4,019 -> 001 -> 002 -> 003,4,4,True
328,328,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
329,329,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
330,330,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
331,331,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
332,332,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
333,333,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
334,334,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
335,335,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
336,336,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
337,337,3,019 -> 001 -> 014,8,8,True
338,338,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
339,339,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
340,340,4,019 -> 001 -> 002 -> 003,4,4,True
341,341,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
342,342,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
343,343,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
344,344,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
345,345,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
346,346,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
347,347,4,019 -> 001 -> 002 -> 003,4,4,True
348,348,10,019 -> 001 -> 014 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
349,349,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
350,350,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
351,351,4,019 -> 001 -> 002 -> 003,4,4,True
352,352,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
353,353,4,019 -> 001 -> 002 -> 003,4,4,True
354,354,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
355,355,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
356,356,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
357,357,4,019 -> 001 -> 002 -> 003,4,4,True
358,358,4,019 -> 001 -> 002 -> 003,4,4,True
359,359,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
360,360,4,019 -> 001 -> 002 -> 003,4,4,True
361,361,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
362,362,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
363,363,4,019 -> 001 -> 002 -> 003,4,4,True
364,364,9,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
365,365,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
366,366,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
367,367,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
368,368,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
369,369,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
370,370,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
371,371,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
372,372,4,019 -> 001 -> 002 -> 003,4,4,True
373,373,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
374,374,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
375,375,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
376,376,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
377,377,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
378,378,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
379,379,4,019 -> 001 -> 002 -> 003,4,4,True
380,380,1,019,9,9,True
381,381,4,019 -> 001 -> 002 -> 003,4,4,True
382,382,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
383,383,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
384,384,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
385,385,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
386,386,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
387,387,4,019 -> 001 -> 002 -> 003,4,4,True
388,388,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
389,389,4,019 -> 001 -> 002 -> 003,4,4,True
390,390,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
391,391,3,019 -> 001 -> 014,8,8,True
392,392,11,019 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
