,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
10,10,13,7,6,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.953509509058145,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003 | 019-001-005-002-003-004 | 019-001-005-002-003-004-020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_PRE_APPROVER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
11,11,15,8,7,8,0.625,0.625,0.875,0.7083333333333333,0.625,0.625,0.5714285714285714,0.75,0.8952380952380953,0.75,0.375,0.8571428571428571,0.9370764567813785,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Request_Payment -> Payment_Handled -> <E> -> <E>
12,12,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
13,13,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
14,14,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
15,15,19,10,9,9,0.8888888888888888,0.8888888888888888,1.0,0.9259259259259258,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8958333333333333,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.954331914599406,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-002 | 019-001-014-008-001-011-002-003 | 019-001-014-008-001-011-002-003-004 | 019-001-014-008-001-011-002-003-004-020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_REJECTED_ADMINISTRATION -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
16,16,15,8,7,8,0.625,0.625,0.875,0.7083333333333333,0.625,0.625,0.5714285714285714,0.75,0.8952380952380953,0.75,0.375,0.8571428571428571,0.9370764567813785,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Request_Payment -> Payment_Handled -> <E> -> <E>
17,17,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
18,18,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
19,19,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
20,20,13,7,6,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8333333333333334,0.8571428571428571,0.9714285714285714,0.8571428571428572,0.8571428571428572,1.0,0.9877801412235987,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
21,21,15,8,7,8,0.625,0.625,0.875,0.7083333333333333,0.625,0.625,0.5714285714285714,0.75,0.8952380952380953,0.75,0.375,0.8571428571428571,0.9370764567813785,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Request_Payment -> Payment_Handled -> <E> -> <E>
22,22,11,6,5,6,0.5,0.5,0.6666666666666666,0.5555555555555555,0.5,0.5,0.4,0.6666666666666666,0.8400000000000001,0.6666666666666667,0.33333333333333337,0.8,0.9307373913504133,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 004 -> 020 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Payment_Handled -> <E> -> <E>
23,23,19,10,9,9,0.8888888888888888,0.8888888888888888,1.0,0.9259259259259258,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8958333333333333,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.954331914599406,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-002 | 019-001-014-008-001-011-002-003 | 019-001-014-008-001-011-002-003-004 | 019-001-014-008-001-011-002-003-004-020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_REJECTED_ADMINISTRATION -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
24,24,15,8,7,8,0.625,0.625,0.875,0.7083333333333333,0.625,0.625,0.5714285714285714,0.75,0.8952380952380953,0.75,0.375,0.8571428571428571,0.9370764567813785,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Request_Payment -> Payment_Handled -> <E> -> <E>
25,25,11,6,5,6,0.5,0.5,0.6666666666666666,0.5555555555555555,0.5,0.5,0.4,0.6666666666666666,0.8400000000000001,0.6666666666666667,0.33333333333333337,0.8,0.9307373913504133,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 004 -> 020 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Payment_Handled -> <E> -> <E>
26,26,15,8,7,8,0.625,0.625,0.875,0.7083333333333333,0.625,0.625,0.5714285714285714,0.75,0.8952380952380953,0.75,0.375,0.8571428571428571,0.9370764567813785,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 003 -> 004 -> 020 -> 020,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Request_Payment -> Payment_Handled -> <E> -> <E>
