,trace,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_decoded,pred_decoded
10,10,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019,001 -> 011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
11,11,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019 | 019-001,011 -> 012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
12,12,8,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-010 | 019-001-010-008 | 019-001-010-008-001 | 019-001-010-008-001-002 | 019-001-010-008-001-002-003 | 019-001-010-008-001-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
13,13,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
14,14,3,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
15,15,3,4,3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.625,0.6666666666666666,0.5,0.25,0.5,0.7814536459234779,019 | 019-001 | 019-001-011,002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P>
16,16,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.1428571428571429,0.2857142857142857,0.6389485821931967,019 | 019-001 | 019-001-014 | 019-001-014-008,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P> -> <P>
17,17,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.1428571428571429,0.2857142857142857,0.6389485821931967,019,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P> -> <P>
18,18,4,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
19,19,4,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-005 | 019-001-005-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
20,20,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
21,21,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019 | 019-001,011 -> 012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
22,22,4,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
23,23,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
24,24,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
25,25,5,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
26,26,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019,001 -> 011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
27,27,3,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
28,28,9,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-010 | 019-001-011-010-008 | 019-001-011-010-008-001 | 019-001-011-010-008-001-011 | 019-001-011-010-008-001-011-002 | 019-001-011-010-008-001-011-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
29,29,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019,001 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
30,30,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001 | 019-001-011,012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
31,31,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019,001 -> 011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
32,32,8,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-002 | 019-001-014-008-001-011-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
33,33,4,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-002 | 019-001-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
34,34,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001 | 019-001-011,012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
35,35,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
36,36,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
37,37,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
38,38,6,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
39,39,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.1428571428571429,0.2857142857142857,0.6389485821931967,019,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P> -> <P>
40,40,6,2,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003,004 -> 020 -> 000,002 -> 020 -> 020,Payment_Handled -> <E> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
41,41,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
42,42,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019,001 -> 011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
43,43,1,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2222222222222222,0.11111111111111116,0.2222222222222222,0.595335860002157,019,001 -> 007 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>
44,44,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
45,45,3,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
46,46,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
47,47,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.4,0.19999999999999996,0.4,0.7216943824863249,019,001 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P>
48,48,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.7180559570785201,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003 | 019-001-005-002-003-004,020 -> 000 -> 000,002 -> 020 -> 020,<E> -> <P> -> <P>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
49,49,3,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
50,50,3,4,3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.625,0.6666666666666666,0.5,0.25,0.5,0.7814536459234779,019 | 019-001 | 019-001-011,002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P>
51,51,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.33333333333333337,0.16666666666666663,0.33333333333333326,0.6745665634070153,019,001 -> 005 -> 002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_PRE_APPROVER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P> -> <P> -> <P>
52,52,5,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002,003 -> 004 -> 020,002 -> 020 -> 020,Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E>
53,53,2,4,3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.625,0.6666666666666666,0.5,0.25,0.5,0.7814536459234779,019 | 019-001,002 -> 003 -> 004 -> 020,002 -> 020 -> 020 -> 000,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_FINAL_APPROVED_SUPERVISOR -> <E> -> <E> -> <P>
