experiment,model_name,rank,likelihood,outcome,viability,sparcity,similarity,dllh,ollh,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,CaseBasedGenerator,40,0.9994233846664429,1,1.8417116053332137,0.5604395604395604,0.7814459006924313,1.9591075840507806e-05,0.49980655312538147,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 29 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,11
1,CaseBasedGenerator,39,0.9994231462478638,1,1.8425629216637398,0.5540293040293041,0.7887096471436044,1.7536574739482846e-05,0.4998064339160919,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 28 > 29 > 27 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,12
1,CaseBasedGenerator,38,0.9994226694107056,1,1.842752031368374,0.5494505494505495,0.793493479243887,1.8071764247325372e-06,0.4998061954975128,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 29 > 27 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,13
1,CaseBasedGenerator,37,0.9994231462478638,1,1.8432756255798959,0.5595238095238095,0.7839059796303826,3.940250961180054e-05,0.4998064339160919,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 28 > 29 > 27 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,14
1,CaseBasedGenerator,36,0.999424934387207,1,1.843775760780064,0.5567765567765568,0.7871407401457279,5.1135872015616926e-05,0.49980732798576355,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,15
1,CaseBasedGenerator,35,0.9994220733642578,1,1.8450253396734442,0.5595238095238095,0.7856932064108455,2.426264500137401e-06,0.49980589747428894,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 28 > 27 > 26 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,16
1,CaseBasedGenerator,34,0.9994251728057861,1,1.8456055627910661,0.5576923076923077,0.7880279522759931,7.785562771233006e-05,0.4998074471950531,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 29 > 27 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,17
1,CaseBasedGenerator,33,0.9994233846664429,1,1.8457925849827694,0.5659340659340659,0.7800357591389692,1.620678435292158e-05,0.49980655312538147,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 28 > 26 > 27 > 29 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,18
1,CaseBasedGenerator,32,0.9994233846664429,1,1.8465820879968369,0.5705128205128205,0.7762627143470656,1.156924632075379e-11,0.49980655312538147,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 29 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,19
1,CaseBasedGenerator,31,0.9994231462478638,1,1.847535886898236,0.5677655677655677,0.779957106749263,6.778467313222347e-06,0.4998064339160919,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 28 > 26 > 27 > 29 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,20
1,CaseBasedGenerator,30,0.9994226694107056,1,1.8483400451186407,0.5668498168498168,0.7816663649553749,1.7667815936070094e-05,0.4998061954975128,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 29 > 28 > 27 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,21
1,CaseBasedGenerator,29,0.9994024038314819,1,1.848632694268739,0.5778388278388278,0.7709956516212618,2.1521007484909258e-06,0.499796062707901,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,22
1,CaseBasedGenerator,28,0.9993884563446045,1,1.8491265184571306,0.5732600732600732,0.7760712839984256,6.072234169579407e-06,0.4997890889644623,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 29 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,23
1,CaseBasedGenerator,27,0.9994235038757324,1,1.8491734984524941,0.5769230769230769,0.7724012434683994,4.256533099175122e-05,0.49980661273002625,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 29 > 28 > 27 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,24
1,CaseBasedGenerator,26,0.9994237422943115,1,1.8501939875931355,0.5494505494505495,0.8009327009396051,4.005263664929007e-06,0.4998067319393158,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 27 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,25
1,CaseBasedGenerator,25,0.9994231462478638,1,1.851083404748564,0.554945054945055,0.7963019143713816,3.000151603549455e-05,0.4998064339160919,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 27 > 29 > 28 > 26 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,26
1,CaseBasedGenerator,24,0.9994242191314697,1,1.8511740632029616,0.5686813186813187,0.7825953492055588,9.042495818921069e-05,0.4998069703578949,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,27
1,CaseBasedGenerator,23,0.9994226694107056,1,1.851342960319604,0.5677655677655677,0.783759556331613,1.1640724910704904e-05,0.4998061954975128,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 29 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,28
1,CaseBasedGenerator,22,0.999417781829834,1,1.8515454431796816,0.5576923076923077,0.7940452402790488,4.143501248066357e-06,0.499803751707077,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 27 > 29 > 28 > 26 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,29
1,CaseBasedGenerator,21,0.9994233846664429,1,1.8518938983923954,0.5879120879120879,0.7641633746258382,1.188272908791182e-05,0.49980655312538147,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 27 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,30
1,CaseBasedGenerator,20,0.9994227886199951,1,1.8542308208907128,0.565018315018315,0.7893456559843876,6.05947858528466e-05,0.4998062551021576,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 27 > 28 > 29 > 26 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,31
1,CaseBasedGenerator,19,0.9993724226951599,1,1.8542951088831658,0.565018315018315,0.7894946577130392,1.0640120716195762e-06,0.49978107213974,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 27 > 28 > 29 > 26 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:14.620649,14.620648622512817,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,34,27,21,1,CaseBasedGenerator,486,34,27,1111,ImprovementMeasure,1,1,32
