experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,40,0.4537729322910309,1.98005284825696,0.7732956837434449,0.8728489642485345,1.0034586658294206e-12,0.33390820026397705,52,0,1,0,16 > 01 > 05 > 06 > 04 > 02 > 03 > 07 > 08 > 09 > 03 > 02 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,11
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,39,0.4537728726863861,1.98048019222524,0.7754134731746672,0.8711585485879145,1.0034586658294206e-12,0.33390817046165466,52,0,1,0,16 > 07 > 01 > 05 > 06 > 08 > 02 > 04 > 03 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,12
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,38,0.45345690846443176,1.9812586669265224,0.7764219443323921,0.8711391949457862,1.325630801246395e-12,0.33369752764701843,53,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 02 > 03 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,13
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,37,0.45298439264297485,1.9813881398660855,0.7746066962484873,0.8733989265174328,7.848788677208612e-13,0.3333825170993805,51,0,1,0,16 > 01 > 05 > 06 > 04 > 02 > 03 > 07 > 08 > 09 > 09 > 02 > 03 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,14
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,36,0.4531351923942566,1.9825200050448937,0.777027027027027,0.8720099078787127,4.037522733855609e-12,0.3334830701351166,56,0,1,0,16 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,15
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,35,0.45345693826675415,1.9827240013773189,0.7760185558693021,0.8730078880573503,1.325630801246395e-12,0.3336975574493408,53,0,1,0,16 > 01 > 05 > 06 > 08 > 03 > 02 > 09 > 02 > 03 > 07 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,16
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,34,0.4531351327896118,1.982857591562255,0.7752117789431222,0.8741628318869461,4.037522733855609e-12,0.3334829807281494,56,0,1,0,16 > 01 > 05 > 06 > 07 > 08 > 03 > 02 > 04 > 09 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,17
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,33,0.45273616909980774,1.9829460241358456,0.7800524405002017,0.8696765588322809,2.0131040700587153e-13,0.3332170248031616,42,0,1,0,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 09 > 02 > 03 > 09 > 02 > 03 > 02 > 03 > 02 > 03 > 03 > 02 > 03 > 02 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,18
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,32,0.45345693826675415,1.9833898160187873,0.7793465106897943,0.8703457478783265,1.325630801246395e-12,0.3336975574493408,53,0,1,0,16 > 01 > 05 > 06 > 02 > 04 > 03 > 09 > 04 > 02 > 03 > 09 > 09 > 14 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,19
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,31,0.45345693826675415,1.9842919405192823,0.7771278741427995,0.8734665089258163,1.325630801246395e-12,0.3336975574493408,53,0,1,0,16 > 01 > 05 > 06 > 03 > 04 > 02 > 08 > 07 > 09 > 03 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,20
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,30,0.45345693826675415,1.9849009202745154,0.7782371924162969,0.8729661704075522,1.325630801246395e-12,0.3336975574493408,53,0,1,0,16 > 02 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,21
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,29,0.4531351923942566,1.9853524500457445,0.777632109721662,0.8742372701849285,4.037522733855609e-12,0.3334830701351166,56,0,1,0,16 > 01 > 05 > 06 > 04 > 02 > 03 > 08 > 09 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,22
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,28,0.4537728428840637,1.9856717928791363,0.7782371924162969,0.8735264300001815,1.0034586658294206e-12,0.33390817046165466,52,0,1,0,16 > 01 > 05 > 06 > 07 > 04 > 02 > 03 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,23
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,27,0.45293349027633667,1.9857237298139057,0.7780354981847519,0.8743396295721316,5.189227076123928e-13,0.3333486020565033,49,0,1,0,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 03 > 02 > 03 > 02 > 03 > 03 > 02 > 15 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,24
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,26,0.45290708541870117,1.9858472101330418,0.7781363453005244,0.8743799057504322,4.352413935599179e-13,0.3333309590816498,48,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 11 > 04 > 02 > 03 > 09 > 02 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,25
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,25,0.45298439264297485,1.986785149436112,0.7779346510689794,0.8754679812669671,7.848788677208612e-13,0.3333825170993805,51,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 04 > 02 > 08 > 09 > 03 > 02 > 02 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,26
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,24,0.4537728726863861,1.9870073357721967,0.7773295683743445,0.8757695969351941,1.0034586658294206e-12,0.33390817046165466,52,0,1,0,16 > 01 > 05 > 06 > 07 > 08 > 02 > 04 > 03 > 09 > 03 > 02 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,27
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,23,0.4537728428840637,1.9873201987928621,0.7780354981847519,0.8753765301454521,1.0034586658294206e-12,0.33390817046165466,52,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,28
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,22,0.4529862701892853,1.9873329454494744,0.7780354981847519,0.8759136784671709,6.309006723732749e-13,0.3333837687969208,50,0,1,0,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 07 > 09 > 03 > 02 > 02 > 03 > 02 > 03 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,29
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,21,0.4537728428840637,1.9874223188729208,0.7783380395320694,0.8751761088781932,1.0034586658294206e-12,0.33390817046165466,52,0,1,0,16 > 01 > 05 > 06 > 04 > 03 > 02 > 07 > 08 > 09 > 03 > 02 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,30
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,20,0.45298445224761963,1.9883574812272544,0.777632109721662,0.8773428544054271,7.848788677208612e-13,0.3333825170993805,51,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 07 > 08 > 09 > 03 > 02 > 03 > 02 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,31
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,19,0.45293349027633667,1.988635368192235,0.7786405808793868,0.8766461852558259,5.189227076123928e-13,0.3333486020565033,49,0,1,0,16 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 09 > 03 > 02 > 02 > 03 > 03 > 02 > 10 > 17,16 > 03 > 02 > 01 > 05 > 06 > 09 > 03 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 11 > 02 > 03 > 04 > 02 > 02 > 02 > 04 > 03 > 02 > 04 > 02 > 03 > 03 > 04 > 02 > 09 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,1,32
