experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.recombiner.type,gen.recombiner.recombination_rate
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,40,0.46475571393966675,2.0965897195479735,0.8610641891891893,0.8909502444472238,4.588558886745539e-16,0.34457528591156006,32,0,1,0,16 > 01 > 05 > 06 > 07 > 08 > 04 > 02 > 03 > 09 > 04 > 02 > 03 > 03 > 02 > 02 > 03,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,11,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,39,0.44789278507232666,2.097776947459754,0.870213963963964,0.89422964022741,9.392134487015736e-13,0.3333333432674408,37,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,12,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,38,0.46475571393966675,2.0982484032376263,0.8651463963963963,0.8885267209296701,4.12842447856423e-20,0.34457528591156006,40,0,1,0,16 > 01 > 05 > 06 > 07 > 08 > 03 > 02 > 04,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,13,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,37,0.44789278507232666,2.098506333152601,0.8697916666666666,0.8953813232182515,2.4192069850946203e-13,0.3333333432674408,31,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 09 > 09 > 03 > 02 > 03 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,14,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,36,0.44789278507232666,2.099521286538443,0.8741554054054054,0.8920325378653129,2.837774511728067e-13,0.3333333432674408,32,0,1,0,16 > 01 > 05 > 02 > 03 > 04 > 06 > 07 > 08 > 09 > 02 > 03 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,15,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,35,0.44789278507232666,2.0999538310333703,0.8719031531531531,0.894717334611837,9.392134487015736e-13,0.3333333432674408,37,0,1,0,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 09 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,16,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,34,0.46475571393966675,2.0999877258442563,0.8676801801801801,0.8877322597525162,4.3376501980143695e-18,0.34457528591156006,35,0,1,0,16 > 01 > 02 > 04 > 03 > 05 > 06 > 07 > 08 > 09 > 09 > 03 > 02 > 10,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,17,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,33,0.44789278507232666,2.100835686127123,0.8720439189189189,0.8954584239405214,2.4192069850946203e-13,0.3333333432674408,31,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 02 > 03 > 09 > 02 > 03 > 09 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,18,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,32,0.46475571393966675,2.1009556863150207,0.8640202702702703,0.8923601301331904,4.1140445399940017e-19,0.34457528591156006,39,0,1,0,16 > 01 > 05 > 06 > 03 > 04 > 02 > 07 > 08 > 09,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,19,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,31,0.46475571393966675,2.101709996085997,0.8633164414414414,0.8938182687329955,1.1376328644466426e-20,0.34457528591156006,43,0,1,0,16 > 01 > 05 > 06 > 02 > 03,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,20,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,30,0.46475571393966675,2.101762991489476,0.868384009009009,0.8888036965689066,3.196426258918169e-16,0.34457528591156006,33,0,1,0,16 > 01 > 05 > 04 > 03 > 02 > 07 > 06 > 08 > 09 > 09 > 03 > 02 > 03 > 02 > 03,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,21,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,29,0.46475571393966675,2.101887229254386,0.8626126126126126,0.8946993307302137,2.6444149912160878e-22,0.34457528591156006,41,0,1,0,16 > 01 > 05 > 02 > 03 > 06 > 07 > 08,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,22,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,28,0.46475571393966675,2.102044930393618,0.8648648648648649,0.892604779617193,1.886828530029312e-20,0.34457528591156006,43,0,1,0,16 > 01 > 05 > 06 > 07 > 02,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,23,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,27,0.44789278507232666,2.103532756367268,0.8688063063063063,0.9013931067928338,6.867839896425068e-13,0.3333333432674408,36,0,1,0,16 > 01 > 05 > 07 > 02 > 03 > 04 > 06 > 08 > 09 > 03 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,24,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,26,0.44789278507232666,2.104501849474489,0.8738738738738738,0.8972946323324876,6.867839896425068e-13,0.3333333432674408,36,0,1,0,16 > 01 > 05 > 06 > 07 > 08 > 03 > 04 > 02 > 09 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,25,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,25,0.44789278507232666,2.1048787829428424,0.8727477477477478,0.8987976919271288,5.251660144458855e-13,0.3333333432674408,35,0,1,0,16 > 01 > 03 > 04 > 02 > 05 > 06 > 07 > 08 > 09 > 09 > 09 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,26,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,24,0.44789278507232666,2.1048787829428424,0.8727477477477478,0.8987976919271288,5.251660144458855e-13,0.3333333432674408,35,0,1,0,16 > 01 > 03 > 04 > 02 > 05 > 06 > 07 > 08 > 09 > 09 > 09 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,27,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,23,0.46475571393966675,2.1062743486500253,0.8704954954954955,0.8912035672429697,4.1203316829677904e-17,0.34457528591156006,37,0,1,0,16 > 01 > 03 > 04 > 02 > 05 > 06 > 07 > 08 > 09 > 02 > 03,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,28,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,22,0.44789278507232666,2.107372994760426,0.8771114864864865,0.8969281650058121,6.867839896425068e-13,0.3333333432674408,36,0,1,0,16 > 01 > 05 > 03 > 04 > 02 > 06 > 08 > 07 > 09 > 09 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,29,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,21,0.44789278507232666,2.1112637954569755,0.8821790540540541,0.895751398135141,3.3968007509111777e-13,0.3333333432674408,33,0,1,0,16 > 01 > 05 > 03 > 02 > 04 > 06 > 08 > 09 > 09 > 02 > 03 > 02 > 03 > 15 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,30,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,20,0.44789278507232666,2.1133737972283253,0.8817567567567568,0.8982836972037884,3.3958292632360725e-13,0.3333333432674408,33,0,1,0,16 > 01 > 05 > 03 > 04 > 02 > 06 > 07 > 08 > 09 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,31,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,19,0.44789278507232666,2.113582507654968,0.8795045045045045,0.9007446598824979,5.251660144458855e-13,0.3333333432674408,35,0,1,0,16 > 01 > 03 > 02 > 04 > 05 > 06 > 07 > 08 > 09 > 03 > 02 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,32,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,18,0.44789278507232666,2.1154970222424483,0.8800675675675675,0.9020961114070238,4.1620715102750647e-13,0.3333333432674408,34,0,1,0,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 09 > 02 > 03 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,33,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,17,0.46475571393966675,2.117140352409213,0.8751407657657657,0.8974243007318873,2.498194966552458e-17,0.34457528591156006,38,0,1,0,16 > 01 > 05 > 04 > 03 > 02 > 06 > 07 > 08 > 09 > 02,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,34,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,16,0.46475571393966675,2.117283531475004,0.8688063063063063,0.9039019392571376,1.0543846182382785e-17,0.34457528591156006,39,0,1,0,16 > 01 > 05 > 06 > 02 > 09 > 02 > 02 > 02 > 02,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,35,,,,,,,,,,,,,,,,
1,OutcomeSepsisReader50,49,52,CaseBasedGenerator,15,0.44789278507232666,2.1189406762753347,0.8818975225225225,0.9037098104850875,2.837774511728067e-13,0.3333333432674408,32,0,1,0,16 > 01 > 05 > 02 > 03 > 04 > 06 > 08 > 07 > 09 > 09 > 03 > 02 > 02 > 03 > 10 > 17,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 09 > 02 > 02 > 02 > 02 > 10 > 17,46.02793288230896,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,49,18,49,74,1,CaseBasedGenerator,5589,18,49,1111,ImprovementMeasure,1,1,36,,,,,,,,,,,,,,,,
