run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.num_cycle,row.n_population,row.n_offspring,row.n_mutated,row.n_survivors,row.n_candidates,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE
1,0:04:00.675781,240.67578053474426,1,0.3657037037037037,0.3657037037037037,0.42054212454212453,0.6085788054077069,0.0,0.8228635470271111,1.8519844769769425,0.3067765567765568,0.529113565665662,0.0,0.33333128690719604,1.1914753203815711,0.5347985347985348,0.6839841278209102,0.0,0.9988409876823425,2.2115485807205917,0.4203296703296703,0.6096467433166469,0.0,0.9971583187580109,1.9625868191504212,11,1,11,500,1000,1000,500,1500,0.0023703703703703703,0.0024444444444444444,0.0011111111111111111,0.00375,0.9903240740740741
1,0:04:00.675781,240.67578053474426,1,0.3674814814814815,0.36748148148148146,0.4187765567765568,0.6081434680245463,0.0,0.8490877413749695,1.8760077661760726,0.3058608058608059,0.5323448755192135,0.0,0.33333131670951843,1.2161965887636104,0.5347985347985348,0.6886466808417244,0.0,0.9988411068916321,2.2012754000206556,0.41758241758241754,0.6095067271763261,0.0,0.9969457685947418,1.9696805886983757,12,1,12,500,1000,1000,500,1500,0.0025092592592592593,0.0022685185185185187,0.001287037037037037,0.003398148148148148,0.990537037037037
1,0:04:00.675781,240.67578053474426,1,0.36481481481481476,0.3648148148148148,0.41517582417582416,0.6067313771581526,0.0,0.874105521440506,1.896012722774483,0.27472527472527486,0.5135945254161709,0.0,0.33333060145378113,1.2161965887636104,0.5311355311355311,0.6850979737094429,0.0,0.9988411068916321,2.2146470080149876,0.4148351648351648,0.6048762118958628,0.0,0.9975779354572296,1.9792559935061087,13,1,13,500,1000,1000,500,1500,0.002287037037037037,0.002277777777777778,0.0011481481481481481,0.0034537037037037036,0.9908333333333333
1,0:04:00.675781,240.67578053474426,1,0.370074074074074,0.37007407407407406,0.4144871794871795,0.6074480440497448,0.0,0.892949849486351,1.9148850730232752,0.27472527472527486,0.5135945254161709,0.0,0.33333203196525574,1.1949555101551614,0.5311355311355311,0.6850979737094429,0.0,0.9988414645195007,2.2146470080149876,0.4148351648351648,0.6078551493851703,0.0,0.9976681470870972,1.9894014263856126,14,1,14,500,1000,1000,500,1500,0.0022222222222222222,0.002138888888888889,0.0014166666666666668,0.003435185185185185,0.9907870370370371
1,0:04:00.675781,240.67578053474426,1,0.3753333333333333,0.37533333333333335,0.4133882783882784,0.6076123037390305,0.0,0.8984524912238121,1.9194530733511208,0.28296703296703296,0.5221470928486056,0.0,0.33333319425582886,1.217833616253996,0.5311355311355311,0.6850979737094429,0.0,0.9988414645195007,2.2146470080149876,0.4148351648351648,0.6076892733587592,0.0,0.9976693987846375,1.9871202130882235,15,1,15,500,1000,1000,500,1500,0.002203703703703704,0.0019444444444444444,0.0015648148148148149,0.003277777777777778,0.9910092592592593
1,0:04:00.675781,240.67578053474426,1,0.37725925925925924,0.37725925925925924,0.4100201465201465,0.6267544005283272,0.0,0.9130171232819557,1.9497916703304294,0.2866300366300366,0.5463702178940275,0.0,0.33333319425582886,1.249690499129306,0.5357142857142857,0.7123341107865356,0.0,0.9988415837287903,2.2146470080149876,0.41117216117216115,0.6283247321340176,0.0,0.9980331659317017,2.0156280678658343,16,1,16,500,1000,1000,500,1500,0.002064814814814815,0.0023425925925925927,0.001324074074074074,0.0035555555555555557,0.990712962962963
1,0:04:00.675781,240.67578053474426,1,0.38266666666666665,0.38266666666666665,0.41223809523809524,0.6346093109246763,0.0,0.8986766072511673,1.9455240134139389,0.23901098901098905,0.5459504288020496,0.0,0.3333328664302826,1.2020238419357487,0.5357142857142857,0.7026665989623326,0.0,0.9988428950309753,2.2146470080149876,0.413003663003663,0.6348869928571848,0.0,0.9977094531059265,2.0175902826293055,17,1,17,500,1000,1000,500,1500,0.002361111111111111,0.002324074074074074,0.0015092592592592592,0.0029074074074074076,0.9908981481481481
1,0:04:00.675781,240.67578053474426,1,0.3814074074074074,0.3814074074074074,0.4101868131868132,0.6351008476827871,0.0,0.9183960245251656,1.9636836853947657,0.23901098901098905,0.5459504288020496,0.0,0.3333306610584259,1.2478117547716105,0.5366300366300365,0.7055502674527612,0.0,0.9988428950309753,2.2217600645608906,0.4139194139194139,0.6356560449704372,0.0,0.9980376660823822,2.021248363099674,18,1,18,500,1000,1000,500,1500,0.0023425925925925927,0.0017592592592592592,0.0017685185185185184,0.003175925925925926,0.9909537037037037
1,0:04:00.675781,240.67578053474426,1,0.38585185185185183,0.38585185185185183,0.40996336996337,0.6364528840638634,0.0,0.9162696927785874,1.9626859468058206,0.23901098901098905,0.5459504288020496,0.0,0.33333128690719604,1.2479082860953699,0.5366300366300365,0.7182804598914632,0.0,0.9988414645195007,2.239842843834888,0.41117216117216115,0.6361778789977617,0.0,0.9982921183109283,2.0228443628043755,19,1,19,500,1000,1000,500,1500,0.0022407407407407406,0.0021666666666666666,0.0013055555555555555,0.0034074074074074076,0.9908796296296296
1,0:04:00.675781,240.67578053474426,1,0.3868888888888889,0.3868888888888889,0.40459523809523806,0.634324393385693,0.0,0.9237003030180931,1.962619934499024,0.23901098901098905,0.5459504288020496,0.0,0.3333325684070587,1.2653153644373494,0.5283882783882784,0.7182804598914632,0.0,0.9988414645195007,2.239842843834888,0.40613553113553114,0.6357657392911962,0.0,0.9984551072120667,2.0162538153236795,20,1,20,500,1000,1000,500,1500,0.002212962962962963,0.0023055555555555555,0.001675925925925926,0.003944444444444445,0.9898611111111111
1,0:04:00.675781,240.67578053474426,1,0.39488888888888884,0.3948888888888889,0.4033571428571429,0.619857312993182,0.0,0.9383246899843216,1.9615391458346463,0.23901098901098905,0.5231888113237146,0.0,0.3333326280117035,1.2653153644373494,0.5228937728937728,0.7182804598914632,0.0,0.9988411068916321,2.239842843834888,0.4043040293040293,0.6199020396011132,0.0,0.9984297752380371,2.0043298720353757,21,1,21,500,1000,1000,500,1500,0.002277777777777778,0.0025185185185185185,0.001574074074074074,0.003898148148148148,0.9897314814814815
1,0:04:00.675781,240.67578053474426,1,0.396962962962963,0.39696296296296296,0.4002234432234433,0.6130737081929353,0.0,0.9460771473050118,1.9593742987213905,0.28296703296703296,0.5383180269055816,0.0,0.3333338499069214,1.2311439206791595,0.5228937728937728,0.7182804598914632,0.0,0.9988411068916321,2.239842843834888,0.3992673992673993,0.6099053900408458,0.0,0.9984380900859833,1.994894286721511,22,1,22,500,1000,1000,500,1500,0.001990740740740741,0.001925925925925926,0.001574074074074074,0.0035833333333333333,0.9909259259259259
1,0:04:00.675781,240.67578053474426,1,0.3931111111111111,0.39311111111111113,0.39978571428571436,0.6027756904113483,0.0,0.9505191679000855,1.953080572597148,0.283882783882784,0.5200281333760949,0.0,0.3333330750465393,1.2455267324484842,0.51007326007326,0.6847640453758463,0.0,0.9988409876823425,2.171888529410594,0.3992673992673993,0.6023223214448867,0.0,0.9984322190284729,1.9858387332297573,23,1,23,500,1000,1000,500,1500,0.002324074074074074,0.002203703703703704,0.0012037037037037038,0.00362962962962963,0.9906388888888888
1,0:04:00.675781,240.67578053474426,1,0.39022222222222225,0.39022222222222225,0.39792857142857146,0.5976386894765308,0.0,0.9491478034257889,1.944715064330891,0.283882783882784,0.5171516593294421,0.0,0.3333335816860199,1.187798932233542,0.5073260073260073,0.6847640453758463,0.0,0.9988411068916321,2.1521236609270926,0.4015567765567766,0.5987114256072291,0.0,0.998433530330658,1.981058465180007,24,1,24,500,1000,1000,500,1500,0.002064814814814815,0.0023148148148148147,0.0016944444444444444,0.003462962962962963,0.990462962962963
1,0:04:00.675781,240.67578053474426,1,0.3986666666666666,0.39866666666666667,0.3987564102564103,0.5977769949257271,0.0,0.9517335416674614,1.9482669468495988,0.2692307692307693,0.5128600805180465,0.0,0.33333057165145874,1.2093670961353342,0.5137362637362637,0.6722054984597976,0.0,0.9988413453102112,2.1847505633702253,0.3983516483516484,0.5988225417443642,0.0,0.9984333217144012,1.9814455753254046,25,1,25,500,1000,1000,500,1500,0.002398148148148148,0.002074074074074074,0.0015648148148148149,0.003435185185185185,0.9905277777777778
1,0:04:00.675781,240.67578053474426,1,0.39614814814814814,0.39614814814814814,0.3990512820512821,0.5979472664743353,0.0,0.9452196821570397,1.9422182306826572,0.2692307692307693,0.5128600805180465,0.0,0.33333057165145874,1.2093670961353342,0.5164835164835164,0.6730878554705604,0.0,0.9988408088684082,2.1654546174222165,0.3983516483516484,0.5987114256072291,0.0,0.9983640909194946,1.9784529447184882,26,1,26,500,1000,1000,500,1500,0.0023333333333333335,0.0017037037037037038,0.0015833333333333333,0.003398148148148148,0.9909814814814815
1,0:04:00.675781,240.67578053474426,1,0.4059259259259259,0.4059259259259259,0.39876556776556776,0.5978318958298141,0.0,0.9394320310354233,1.936029494630805,0.2692307692307693,0.5128600805180465,0.0,0.3333381414413452,1.2028903173538208,0.510989010989011,0.6758537228653432,0.0,0.9988410472869873,2.185658985609115,0.3992673992673993,0.5982882625197976,0.0,0.9983246028423309,1.9782802235184374,27,1,27,500,1000,1000,500,1500,0.0020925925925925925,0.0023888888888888887,0.001574074074074074,0.004185185185185185,0.9897592592592592
1,0:04:00.675781,240.67578053474426,1,0.4090370370370371,0.40903703703703703,0.3968974358974359,0.5942038511789495,0.0,0.9500944553613663,1.9411957424377515,0.271978021978022,0.4996851724659457,0.0,0.3333381414413452,1.1470922498979346,0.5045787545787546,0.6670655756688446,0.0,0.998840868473053,2.1640532462196975,0.39652014652014655,0.5944889678334687,0.0,0.9983223080635071,1.9750786226352246,28,1,28,500,1000,1000,500,1500,0.0017407407407407408,0.0022685185185185187,0.0013703703703703703,0.003425925925925926,0.9911944444444445
1,0:04:00.675781,240.67578053474426,1,0.4145925925925926,0.41459259259259257,0.40092857142857147,0.5833394105975033,0.0,0.9510525055527687,1.9353204875788435,0.2692307692307693,0.48411936984430815,0.0,0.3333381414413452,1.148685733499815,0.5091575091575091,0.6670655756688446,0.0,0.9988434910774231,2.1640532462196975,0.3992673992673993,0.5834202748593446,0.0,0.9984272122383118,1.9682302336231663,29,1,29,500,1000,1000,500,1500,0.002361111111111111,0.0019722222222222224,0.0016481481481481482,0.0031574074074074074,0.9908611111111111
1,0:04:00.675781,240.67578053474426,1,0.4240740740740741,0.42407407407407405,0.4002673992673993,0.5825170351580764,0.0,0.9512394877672196,1.9340239221926951,0.24542124542124533,0.4761120246114584,0.0,0.3333341181278229,1.148685733499815,0.5054945054945055,0.663377653467882,0.0,0.9988434910774231,2.1479532550228218,0.3983516483516484,0.5807816747405588,0.0,0.998499870300293,1.9681668952858868,30,1,30,500,1000,1000,500,1500,0.002324074074074074,0.0020277777777777777,0.0013796296296296295,0.003638888888888889,0.9906296296296296
1,0:04:00.675781,240.67578053474426,1,0.41866666666666663,0.4186666666666667,0.3978571428571429,0.5801770865547392,0.0,0.9419335649013519,1.919967794313234,0.2509157509157509,0.4758630457981564,0.0,0.3333341181278229,1.1599880522937809,0.5027472527472527,0.6546767240650323,0.0,0.9988409876823425,2.1377582427954334,0.39743589743589747,0.5801138870345011,0.0,0.9985476732254028,1.9613950134438782,31,1,31,500,1000,1000,500,1500,0.0019074074074074074,0.0018425925925925925,0.0015648148148148149,0.003203703703703704,0.9914814814814815
1,0:04:00.675781,240.67578053474426,1,0.42133333333333334,0.42133333333333334,0.3967362637362637,0.5942688700741444,0.0,0.9531050611138344,1.9441101949242425,0.24084249084249088,0.4976588118316201,0.0,0.33334222435951233,1.1902467856508188,0.510989010989011,0.6736688003164989,0.0,0.9988409876823425,2.182577788016783,0.3937728937728938,0.5929082493809329,0.0,0.9985916316509247,1.9728786571948267,32,1,32,500,1000,1000,500,1500,0.0022685185185185187,0.002148148148148148,0.0017685185185185184,0.0032407407407407406,0.990574074074074
1,0:04:00.675781,240.67578053474426,1,0.42414814814814816,0.42414814814814816,0.3987234432234433,0.6027760060607208,0.0,0.956894552052021,1.958394001336185,0.2774725274725275,0.5157571788037368,0.0,0.333333820104599,1.238677873691287,0.5164835164835164,0.6769867681117983,0.0,0.9988409876823425,2.1875805081791757,0.39743589743589747,0.6036362619295281,0.0,0.9984681308269501,1.9882358592535618,33,1,33,500,1000,1000,500,1500,0.002277777777777778,0.0015092592592592592,0.0016203703703703703,0.003638888888888889,0.9909537037037037
1,0:04:00.675781,240.67578053474426,1,0.4251111111111111,0.4251111111111111,0.3981886446886447,0.5955284176479251,0.0,0.96229189401865,1.9560089563552197,0.2655677655677655,0.49433454932268805,0.0,0.3333338499069214,1.254418823766989,0.5164835164835164,0.6745202056543995,0.0,0.9988411068916321,2.1875805081791757,0.3951465201465202,0.5954266637494524,0.0,0.9985707104206085,1.9832593743932554,34,1,34,500,1000,1000,500,1500,0.0019537037037037036,0.002361111111111111,0.001601851851851852,0.0034444444444444444,0.9906388888888888
1,0:04:00.675781,240.67578053474426,1,0.4308888888888889,0.4308888888888889,0.39961904761904765,0.5860422530718853,0.0,0.956411559522152,1.9420728602130848,0.24725274725274726,0.47028820108118785,0.0,0.3333341181278229,1.2027725723597147,0.49725274725274726,0.6668644756646183,0.0,0.9988411068916321,2.1524803541977127,0.4001831501831502,0.5888933857103044,0.0,0.9984820187091827,1.9794830330258906,35,1,35,500,1000,1000,500,1500,0.0019351851851851852,0.0021018518518518517,0.0017407407407407408,0.003981481481481482,0.9902407407407408
1,0:04:00.675781,240.67578053474426,1,0.4328888888888889,0.4328888888888889,0.3985549450549451,0.5909055231464058,0.0,0.9611578981280327,1.9506183663293835,0.27564102564102577,0.5011275589280377,0.0,0.33333921432495117,1.2351140680292683,0.5018315018315018,0.6606934368967446,0.0,0.9988410472869873,2.1591567695497904,0.4001831501831502,0.5916684907429597,0.0,0.9984622001647949,1.9789282651160285,36,1,36,500,1000,1000,500,1500,0.0022222222222222222,0.0016481481481481482,0.0019722222222222224,0.004416666666666667,0.9897407407407407
1,0:04:00.675781,240.67578053474426,1,0.44311111111111107,0.4431111111111111,0.40169047619047626,0.5950204262215436,0.0,0.957959749519825,1.954670651931845,0.27564102564102577,0.5100784535291252,0.0,0.33333101868629456,1.2132773716124774,0.5064102564102564,0.6717503913326273,0.0,0.9988415241241455,2.1763253611256044,0.40476190476190477,0.597325359000237,0.0,0.9983468055725098,1.986439719377572,37,1,37,500,1000,1000,500,1500,0.0019166666666666666,0.001851851851851852,0.0014537037037037038,0.0035185185185185185,0.9912592592592593
1,0:04:00.675781,240.67578053474426,1,0.4507407407407408,0.4507407407407407,0.4054652014652015,0.5984000614620751,0.0,0.9468278161883354,1.9506930791156118,0.2206959706959707,0.47935960609766826,0.0,0.33333101868629456,1.1944022868310582,0.521062271062271,0.6837765418840349,0.0,0.9988427758216858,2.175946037166254,0.4084249084249084,0.5996633869226249,0.0,0.9982417225837708,1.9889224134338641,38,1,38,500,1000,1000,500,1500,0.002185185185185185,0.002203703703703704,0.0018055555555555555,0.003787037037037037,0.9900185185185185
1,0:04:00.675781,240.67578053474426,1,0.4622962962962963,0.4622962962962963,0.40707875457875464,0.599042949564174,0.0,0.9607167528271675,1.966838456970096,0.26007326007326004,0.5070108555624974,0.0,0.3333335220813751,1.2155593383812895,0.5238095238095238,0.6717503913326273,0.0,0.9988409876823425,2.1833244750857093,0.40934065934065933,0.6003239819002665,0.0,0.9982004165649414,1.9922764824349148,39,1,39,500,1000,1000,500,1500,0.0023703703703703703,0.001324074074074074,0.0015185185185185184,0.002777777777777778,0.9920092592592593
1,0:04:00.675781,240.67578053474426,1,0.45666666666666667,0.45666666666666667,0.40626556776556777,0.5982334560151944,0.0,0.9501502228379249,1.9546492466186869,0.27564102564102577,0.5079546014937104,0.0,0.3333386182785034,1.2228619129077916,0.5119047619047619,0.6717503913326273,0.0,0.9988409876823425,2.175950205853378,0.40796703296703296,0.5976992653965778,0.0,0.9981980323791504,1.9909768864826702,40,1,40,500,1000,1000,500,1500,0.0019351851851851852,0.0017685185185185184,0.001712962962962963,0.002990740740740741,0.9915925925925926
1,0:04:00.675781,240.67578053474426,1,0.4514814814814815,0.4514814814814815,0.40452014652014656,0.5979538464543513,0.0,0.9550918629169464,1.957565855891444,0.2728937728937729,0.5067536475387122,0.0,0.3333388864994049,1.1786831320375104,0.5128205128205128,0.6791828779566285,0.0,0.9988412857055664,2.188010594832927,0.40476190476190477,0.5986610100930636,0.0,0.9982894957065582,1.9835686773729386,41,1,41,500,1000,1000,500,1500,0.001712962962962963,0.0019074074074074074,0.0015648148148148149,0.003712962962962963,0.9911018518518518
1,0:04:00.675781,240.67578053474426,1,0.45933333333333326,0.4593333333333333,0.40775457875457877,0.5995461753580232,0.0,0.9526017348766327,1.959902488989235,0.2793040293040293,0.503890318496045,0.0,0.3333360254764557,1.1790190436169965,0.5045787545787546,0.6722696818986124,0.0,0.9988409876823425,2.16212764557502,0.41025641025641024,0.6020025199217502,0.0,0.9981882572174072,1.9875090815531768,42,1,42,500,1000,1000,500,1500,0.0020185185185185184,0.0016481481481481482,0.0013703703703703703,0.0038703703703703704,0.9910925925925926
1,0:04:00.675781,240.67578053474426,1,0.4649629629629629,0.46496296296296297,0.4084230769230769,0.6004423852956565,0.0,0.9438411719799041,1.9527066341986379,0.2728937728937729,0.5001636661562168,0.0,0.33336612582206726,1.1087696932065496,0.5073260073260073,0.6713179776673326,0.0,0.9988409876823425,2.1648032261143584,0.4084249084249084,0.6023226923051499,0.0,0.998211532831192,1.9864411379721423,43,1,43,500,1000,1000,500,1500,0.002037037037037037,0.001990740740740741,0.0016481481481481482,0.0032314814814814814,0.9910925925925926
1,0:04:00.675781,240.67578053474426,1,0.46777777777777774,0.4677777777777778,0.4118205128205128,0.6206103387617841,0.0,0.9338234292268753,1.966254280809172,0.2875457875457875,0.5079546014937104,0.0,0.3333621323108673,1.2876207222312108,0.5146520146520146,0.6927132194747201,0.0,0.9988409876823425,2.1940407235366743,0.41208791208791207,0.6238270752388267,0.0,0.9980664551258087,2.011432216462652,44,1,44,500,1000,1000,500,1500,0.001824074074074074,0.001888888888888889,0.00175,0.003537037037037037,0.991
1,0:04:00.675781,240.67578053474426,1,0.4659259259259259,0.4659259259259259,0.4093150183150184,0.6073296882565972,0.0,0.9271167190670967,1.9437614256387121,0.27380952380952384,0.4964645154150079,0.0,0.333330899477005,1.1492124524345377,0.5183150183150182,0.6927132194747201,0.0,0.9988413453102112,2.173433308214719,0.41025641025641024,0.609344925236103,0.0,0.9979450702667236,1.987043844865344,45,1,45,500,1000,1000,500,1500,0.0017962962962962963,0.0019722222222222224,0.001425925925925926,0.003435185185185185,0.9913703703703703
1,0:04:00.675781,240.67578053474426,1,0.4696296296296296,0.4696296296296296,0.4100311355311355,0.6041358182142744,0.0,0.9176323677301407,1.9317993214755507,0.28937728937728935,0.5040136725772801,0.0,0.3333326280117035,1.1492124524345377,0.5338827838827838,0.6815291955640526,0.0,0.9988413453102112,2.191971371857636,0.4125457875457875,0.6060184335292905,0.0,0.9978654980659485,1.9821679042807456,46,1,46,500,1000,1000,500,1500,0.0019537037037037036,0.0018611111111111111,0.001962962962962963,0.003212962962962963,0.9910092592592593
1,0:04:00.675781,240.67578053474426,1,0.47274074074074074,0.47274074074074074,0.4109505494505495,0.6060056538950316,0.0,0.9224442460536957,1.939400449399277,0.26007326007326004,0.49778096795743554,0.0,0.3333367109298706,1.2167198115411355,0.532051282051282,0.6849880134342614,0.0,0.9988413453102112,2.191971371857636,0.41437728937728935,0.6064866522492496,0.0,0.9980275630950928,1.9873280586487383,47,1,47,500,1000,1000,500,1500,0.0019537037037037036,0.0022222222222222222,0.002037037037037037,0.0030277777777777777,0.9907592592592592
1,0:04:00.675781,240.67578053474426,1,0.4697777777777778,0.4697777777777778,0.4087161172161173,0.6106202335635716,0.0,0.9314275837540626,1.9507639345337515,0.26007326007326004,0.5083606624941778,0.0,0.33333441615104675,1.2597757468664916,0.5155677655677655,0.6858090251751906,0.0,0.9988410472869873,2.1835977618541444,0.413003663003663,0.6120309562660758,0.0,0.998143196105957,1.9977889014520347,48,1,48,500,1000,1000,500,1500,0.001638888888888889,0.0018333333333333333,0.0016574074074074074,0.0038055555555555555,0.9910648148148148
1,0:04:00.675781,240.67578053474426,1,0.4682962962962963,0.4682962962962963,0.40863919413919414,0.6051252814972331,0.0,0.9415098879933357,1.955274363629763,0.26007326007326004,0.49552633304488203,0.0,0.3333343267440796,1.1654785307030493,0.5146520146520146,0.6824741834182357,0.0,0.998842716217041,2.179253938994862,0.41117216117216115,0.6063253442303556,0.0,0.9982166886329651,1.9964883627095684,49,1,49,500,1000,1000,500,1500,0.0019351851851851852,0.0018611111111111111,0.0015185185185185184,0.0034537037037037036,0.9912314814814814
1,0:04:02.746304,242.7463037967682,2,0.2719259259259259,0.2719259259259259,0.4656684981684982,0.6020120228175958,0.005091956414545073,0.9399735400229693,2.0127460174236083,0.33791208791208793,0.5130539246569774,0.0,0.009701251983642578,1.107077112392872,0.5915750915750916,0.7123602741502151,0.2638215901222861,0.9988425374031067,2.493407927321812,0.4665750915750916,0.6001621687489029,0.0,0.9988260269165039,2.0482530741457494,1,1,1,500,1000,1000,500,1500,0.002712962962962963,0.0030092592592592593,0.0005925925925925926,0.003472222222222222,0.990212962962963
